Departure,Return,Bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (°C),Return temperature (°C),Stopover duration (sec.),Number of stopovers
2/25/2018 12:00,2/25/2018 12:00,1463,0011 Ontario & Seawall,0010 Stamp's Landing,365 Day Founding Plus,1370,506,3853,3937,13,12,0,0
2/25/2018 12:00,2/25/2018 12:00,134,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,0,16,3974,4076,15,12,0,0
2/25/2018 12:00,2/25/2018 14:00,134,0209 Stanley Park - Information Booth,0102 Stanley Park - Second Beach North,24 Hour,8984,4781,3943,4164,16,9,0,0
2/25/2018 12:00,2/25/2018 12:00,1298,0012 Dunsmuir & Richards,0129 Richards & Robson,365 Day Founding Plus,377,160,3647,3737,17,17,0,0
2/25/2018 12:00,2/25/2018 13:00,1011,0012 Dunsmuir & Richards,0089 Burrard & Drake,Archived Monthly Plus,1776,577,3993,4155,16,15,0,0
2/25/2018 12:00,2/25/2018 13:00,1429,0196 Drake & Hornby,0087 Broughton & Burnaby,90 Day,1165,428,3831,3603,7,10,0,0
2/25/2018 12:00,2/25/2018 13:00,705,0065 Cypress & Cornwall,0209 Stanley Park - Information Booth,Archived Monthly Plus,6260,2527,3893,4142,12,11,0,0
2/25/2018 12:00,2/25/2018 13:00,426,0132 14th & Ontario,0172 10th & Columbia,365 Standard,763,192,4003,4084,15,15,0,0
2/25/2018 12:00,2/25/2018 13:00,480,0101 Stanley Park - Vancouver Aquarium,0105 Stanley Park - Totem Poles,24 Hour,1821,1199,3787,4003,8,10,0,0
2/25/2018 13:00,2/25/2018 13:00,720,0101 Stanley Park - Vancouver Aquarium,0105 Stanley Park - Totem Poles,24 Hour,1196,1112,3843,3939,9,11,0,0
2/25/2018 13:00,2/25/2018 13:00,1117,0028 Davie & Beach,0052 Cambie & Water,VIP,5958,1930,3660,3903,12,12,0,0
2/25/2018 13:00,2/25/2018 13:00,1133,0196 Drake & Hornby,0004 Yaletown-Roundhouse Station,Archived Monthly Plus,765,273,3578,3698,7,8,0,0
2/25/2018 13:00,2/25/2018 13:00,411,0009 Spyglass & Seawall,0011 Ontario & Seawall,365 Day Founding Plus,978,320,3776,3914,7,9,0,0
2/25/2018 13:00,2/25/2018 13:00,305,0101 Stanley Park - Vancouver Aquarium,0105 Stanley Park - Totem Poles,24 Hour,1184,1061,3921,4072,8,10,0,0
2/25/2018 13:00,2/25/2018 13:00,792,0028 Davie & Beach,0052 Cambie & Water,VIP,5952,1882,3613,3774,13,12,0,0
2/25/2018 13:00,2/25/2018 13:00,125,0019 Robson & Hornby,0037 Hornby & Nelson,365 Day Founding Plus,341,200,3684,3744,11,11,0,0
2/25/2018 13:00,2/25/2018 13:00,166,0041 Cardero & Robson,0032 Comox & Denman,365 Day Founding Standard,0,221,3734,3819,12,10,0,0
2/25/2018 13:00,2/25/2018 13:00,931,0063 Robson & Granville,0108 Cypress & 1st,365 Day Founding Standard,2721,750,3682,3872,8,10,0,0
2/25/2018 13:00,2/25/2018 13:00,32,0102 Stanley Park - Second Beach North,0028 Davie & Beach,24 Hour,1349,458,4085,4264,10,11,0,0
2/25/2018 13:00,2/25/2018 13:00,411,0011 Ontario & Seawall,0017 Marinaside & Davie,365 Day Founding Plus,2046,701,3810,3976,10,11,0,0
2/25/2018 13:00,2/25/2018 13:00,246,0017 Marinaside & Davie,0035 Coal Harbour Community Centre,365 Standard,4296,1572,3764,3939,15,10,0,0
2/25/2018 13:00,2/25/2018 13:00,163,0017 Marinaside & Davie,0137 Beach & Seymour,365 Day Founding Plus,1423,420,3619,3726,16,16,0,0
2/25/2018 13:00,2/25/2018 13:00,384,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,5039,1996,4135,4292,16,11,0,0
2/25/2018 13:00,2/25/2018 13:00,808,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,0,17,3771,3823,15,15,0,0
2/25/2018 13:00,2/25/2018 13:00,475,0035 Coal Harbour Community Centre,0030 Abbott & Cordova,Archived Monthly Standard,1968,573,3748,3856,10,11,0,0
2/25/2018 13:00,2/25/2018 13:00,808,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,5011,1901,3758,3864,15,11,0,0
2/25/2018 13:00,2/25/2018 13:00,178,0088 Harwood & Bute,0209 Stanley Park - Information Booth,365 Plus,3887,1028,3834,4022,15,12,0,0
2/25/2018 13:00,2/25/2018 13:00,279,0063 Robson & Granville,0196 Drake & Hornby,365 Standard,994,306,3882,4016,8,10,0,0
2/25/2018 13:00,2/25/2018 13:00,1197,0063 Robson & Granville,0147 Chestnut & McNicoll,24 Hour,0,1097,3616,3689,9,8,0,0
2/25/2018 13:00,2/25/2018 13:00,789,0063 Robson & Granville,0147 Chestnut & McNicoll,24 Hour,2866,849,3676,3803,9,11,0,0
2/25/2018 13:00,2/25/2018 13:00,53,0032 Comox & Denman,0060 Bidwell & Burnaby,365 Day Founding Standard,532,193,3671,3831,7,8,0,0
2/25/2018 13:00,2/25/2018 14:00,480,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,24 Hour,7751,4378,3924,4085,13,9,0,0
2/25/2018 13:00,2/25/2018 14:00,720,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,24 Hour,7841,4358,3860,3955,15,10,0,0
2/25/2018 13:00,2/25/2018 14:00,305,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,24 Hour,7941,4331,4013,4235,14,10,0,0
2/25/2018 13:00,2/25/2018 13:00,322,0030 Abbott & Cordova,0125 Hamilton & Robson,365 Day Founding Plus,918,237,3879,4021,14,14,0,0
2/25/2018 13:00,2/25/2018 13:00,200,0026 Beatty & Robson,0012 Dunsmuir & Richards,365 Day Founding Standard,802,287,4019,4117,13,14,0,0
2/25/2018 13:00,2/25/2018 13:00,191,0078 Nelson & Mainland,0083 Aquatic Centre,Archived Monthly Plus,3516,1103,3813,3953,9,11,0,0
2/25/2018 13:00,2/25/2018 13:00,261,0076 Cypress & 4th,0166 Alder & 11th,24 Hour,1972,691,3905,4022,16,15,0,0
2/25/2018 13:00,2/25/2018 13:00,641,0076 Cypress & 4th,0076 Cypress & 4th,24 Hour,0,17,3631,3790,16,15,0,0
2/25/2018 13:00,2/25/2018 13:00,641,0076 Cypress & 4th,0166 Alder & 11th,24 Hour,1966,637,3627,3824,16,14,0,0
2/25/2018 13:00,2/25/2018 13:00,1413,0004 Yaletown-Roundhouse Station,0136 David Lam Park - West,365 Day Founding Plus,731,317,3948,4032,17,17,0,0
2/25/2018 13:00,2/25/2018 13:00,1435,0036 Bute & Robson,0060 Bidwell & Burnaby,Archived Monthly Standard,1566,458,3911,4037,11,13,0,0
2/25/2018 13:00,2/25/2018 13:00,426,0172 10th & Columbia,0132 14th & Ontario,365 Standard,753,274,3993,4084,11,11,0,0
2/25/2018 13:00,2/25/2018 14:00,934,0204 York & Yew,0099 Vancouver Art Gallery - North Plaza,24 Hour,3644,1617,3942,4119,14,10,0,0
2/25/2018 13:00,2/25/2018 14:00,591,0204 York & Yew,0099 Vancouver Art Gallery - North Plaza,24 Hour,3512,1590,3735,3898,8,10,0,0
2/25/2018 13:00,2/25/2018 13:00,797,0096 Nicola & Robson,0138 Richards & Helmcken,365 Day Founding Plus,1811,544,3711,3813,12,12,0,0
2/25/2018 13:00,2/25/2018 14:00,126,0024 Hornby & Pender,0105 Stanley Park - Totem Poles,24 Hour,4128,1142,4105,4340,9,10,0,0
2/25/2018 13:00,2/25/2018 13:00,789,0147 Chestnut & McNicoll,0147 Chestnut & McNicoll,24 Hour,6,269,3727,3771,11,8,0,0
2/25/2018 13:00,2/25/2018 13:00,711,0014 Canada Place,0174 1st & Ontario,Archived Monthly Standard,2736,747,3529,3773,8,9,0,0
2/25/2018 13:00,2/25/2018 13:00,1525,0047 Chilco & Beach,0201 Shaw Tower,365 Plus,3295,769,3982,4229,9,11,0,0
2/25/2018 13:00,2/25/2018 14:00,1271,0036 Bute & Robson,0104 Stanley Park - Second Beach South,365 Day Founding Standard,3161,1436,3979,4135,13,9,0,0
2/25/2018 13:00,2/25/2018 13:00,951,0196 Drake & Hornby,0063 Robson & Granville,365 Day Founding Standard,1045,367,3665,3768,7,9,0,0
2/25/2018 13:00,2/25/2018 13:00,1457,0147 Chestnut & McNicoll,0066 Anderson & 2nd,24 Hour,1888,645,3731,3837,8,10,0,0
2/25/2018 13:00,2/25/2018 13:00,789,0147 Chestnut & McNicoll,0066 Anderson & 2nd,24 Hour,1872,629,3669,3824,10,10,0,0
2/25/2018 13:00,2/25/2018 13:00,9,0137 Beach & Seymour,0083 Aquatic Centre,365 Day Founding Plus,1018,334,3761,3887,8,9,0,0
2/25/2018 13:00,2/25/2018 14:00,795,0134 14th & Main,0066 Anderson & 2nd,365 Day Founding Standard,4018,1085,3879,4047,17,12,0,0
2/25/2018 13:00,2/25/2018 14:00,312,0601 Olympic Village Station,0011 Ontario & Seawall,24 Hour,1529,663,3960,4042,11,11,0,0
2/25/2018 13:00,2/25/2018 14:00,288,0137 Beach & Seymour,0057 Marinaside & Cooperage,365 Day Founding Plus,1835,528,4019,4175,7,10,0,0
2/25/2018 13:00,2/25/2018 14:00,259,0601 Olympic Village Station,0011 Ontario & Seawall,24 Hour,1547,665,3966,4063,11,11,0,0
2/25/2018 13:00,2/25/2018 13:00,34,0137 Beach & Seymour,0137 Beach & Seymour,365 Day Founding Plus,0,16,3847,3935,7,6,0,0
2/25/2018 13:00,2/25/2018 14:00,34,0137 Beach & Seymour,0057 Marinaside & Cooperage,365 Day Founding Plus,1874,479,3814,4016,8,11,0,0
2/25/2018 13:00,2/25/2018 13:00,1014,0196 Drake & Hornby,0057 Marinaside & Cooperage,365 Standard,1335,328,3882,3998,7,10,0,0
2/25/2018 13:00,2/25/2018 14:00,1425,0011 Ontario & Seawall,0084 Sunset Beach West,365 Day Founding Plus,4778,1762,3980,4219,15,10,0,0
2/25/2018 13:00,2/25/2018 14:00,432,0109 7th & Arbutus,0069 7th & Granville,365 Day Founding Plus,1092,439,3787,3868,15,13,0,0
2/25/2018 13:00,2/25/2018 14:00,1148,0082 Richards & Davie,0107 8th & Ontario,365 Standard,3536,918,3964,4172,12,11,0,0
2/25/2018 13:00,2/25/2018 14:00,272,0187 Bute & Davie,0104 Stanley Park - Second Beach South,24 Hour,2025,1415,3926,4061,12,11,0,0
2/25/2018 13:00,2/25/2018 14:00,732,0173 Columbia & 2nd,0066 Anderson & 2nd,365 Day Founding Standard,2519,683,3702,3852,10,10,0,0
2/25/2018 13:00,2/25/2018 14:00,260,0187 Bute & Davie,0104 Stanley Park - Second Beach South,24 Hour,2033,1361,3706,3827,13,12,0,0
2/25/2018 14:00,2/25/2018 14:00,1014,0057 Marinaside & Cooperage,0601 Olympic Village Station,365 Standard,1061,271,3908,4026,10,10,0,0
2/25/2018 14:00,2/25/2018 14:00,32,0028 Davie & Beach,0218 Carrall & Seawall,24 Hour,4625,1195,4111,4304,14,14,0,0
2/25/2018 14:00,2/25/2018 14:00,384,0105 Stanley Park - Totem Poles,0104 Stanley Park - Second Beach South,24 Hour,2685,845,4158,4309,12,12,0,0
2/25/2018 14:00,2/25/2018 14:00,808,0105 Stanley Park - Totem Poles,0104 Stanley Park - Second Beach South,24 Hour,2703,841,3776,3881,11,11,0,0
2/25/2018 14:00,2/25/2018 14:00,1272,0025 Homer & Robson,0030 Abbott & Cordova,365 Standard,969,337,3964,4047,11,12,0,0
2/25/2018 14:00,2/25/2018 14:00,112,0025 Homer & Robson,0030 Abbott & Cordova,365 Standard,969,329,3945,4056,12,13,0,0
2/25/2018 14:00,2/25/2018 14:00,659,0066 Anderson & 2nd,0154 Kitsilano Beach Park,24 Hour,3271,1608,3906,4111,8,9,0,0
2/25/2018 14:00,2/25/2018 14:00,653,0066 Anderson & 2nd,0154 Kitsilano Beach Park,24 Hour,3128,1609,3729,3892,8,8,0,0
2/25/2018 14:00,2/25/2018 14:00,1014,0601 Olympic Village Station,0107 8th & Ontario,365 Standard,1121,1162,3916,4032,11,11,0,0
2/25/2018 14:00,2/25/2018 14:00,919,0066 Anderson & 2nd,0154 Kitsilano Beach Park,24 Hour,3093,1621,3895,3998,8,9,0,0
2/25/2018 14:00,2/25/2018 14:00,789,0066 Anderson & 2nd,0154 Kitsilano Beach Park,24 Hour,3040,1574,3716,3848,9,9,0,0
2/25/2018 14:00,2/25/2018 14:00,126,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,1125,646,4221,4311,11,9,0,0
2/25/2018 14:00,2/25/2018 14:00,1103,0053 Keefer & Abbott,0016 Pender & Burrard,Archived Monthly Plus,1678,627,3808,3950,8,10,0,0
2/25/2018 14:00,2/25/2018 14:00,38,0030 Abbott & Cordova,0079 Nelson & Richards,Archived Monthly Standard,1578,552,3903,4029,13,13,0,0
2/25/2018 14:00,2/25/2018 14:00,200,0012 Dunsmuir & Richards,0096 Nicola & Robson,365 Plus,1843,699,3947,4127,9,10,0,0
2/25/2018 14:00,2/25/2018 14:00,1271,0104 Stanley Park - Second Beach South,0136 David Lam Park - West,365 Day Founding Standard,3740,1317,3989,4185,10,9,0,0
2/25/2018 14:00,2/25/2018 14:00,380,0037 Hornby & Nelson,0197 1st & Main,365 Standard,3069,796,4022,4179,10,11,0,0
2/25/2018 14:00,2/25/2018 14:00,1298,0129 Richards & Robson,0004 Yaletown-Roundhouse Station,365 Day Founding Plus,1023,500,3616,3724,9,11,171,1
2/25/2018 14:00,2/25/2018 14:00,821,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,0,74,3718,3729,12,10,0,0
2/25/2018 14:00,2/25/2018 14:00,597,0057 Marinaside & Cooperage,0031 Morton & Denman,Archived Monthly Standard,3179,700,3911,4038,7,11,0,0
2/25/2018 14:00,2/25/2018 14:00,32,0218 Carrall & Seawall,0601 Olympic Village Station,24 Hour,2321,911,4161,4312,14,11,0,0
2/25/2018 14:00,2/25/2018 14:00,821,0105 Stanley Park - Totem Poles,0024 Hornby & Pender,24 Hour,3912,1440,3706,3813,11,11,0,0
2/25/2018 14:00,2/25/2018 14:00,345,0050 Bute & Comox,0078 Nelson & Mainland,Archived Monthly Plus,1415,342,3668,3795,10,12,0,0
2/25/2018 14:00,2/25/2018 14:00,567,0148 Quebec & Milross,0136 David Lam Park - West,24 Hour,3101,1408,3958,4109,12,11,0,0
2/25/2018 14:00,2/25/2018 14:00,86,0148 Quebec & Milross,0136 David Lam Park - West,24 Hour,3069,1394,3914,4047,11,10,0,0
2/25/2018 14:00,2/25/2018 14:00,1295,0050 Bute & Comox,0032 Comox & Denman,Archived Monthly Plus,869,238,3616,3729,12,12,0,0
2/25/2018 14:00,2/25/2018 14:00,1014,0107 8th & Ontario,0198 6th & Main,365 Standard,575,206,3872,4035,12,11,0,0
2/25/2018 14:00,2/25/2018 16:00,1236,0083 Aquatic Centre,0035 Coal Harbour Community Centre,24 Hour,14408,5951,3698,4067,10,10,0,0
2/25/2018 14:00,2/25/2018 14:00,1142,0050 Bute & Comox,0032 Comox & Denman,365 Day Founding Standard,851,249,3673,3782,10,12,0,0
2/25/2018 14:00,2/25/2018 16:00,872,0083 Aquatic Centre,0035 Coal Harbour Community Centre,24 Hour,14261,5867,3716,4093,9,10,0,0
2/25/2018 14:00,2/25/2018 14:00,1256,0088 Harwood & Bute,0030 Abbott & Cordova,365 Day Founding Plus,3624,1207,4042,4253,9,10,0,0
2/25/2018 14:00,2/25/2018 14:00,148,0035 Coal Harbour Community Centre,0031 Morton & Denman,Archived Monthly Plus,1670,519,3958,4100,11,12,0,0
2/25/2018 14:00,2/25/2018 14:00,132,0093 Chilco & Robson,0047 Chilco & Beach,Archived Monthly Standard,569,140,3681,3740,9,10,0,0
2/25/2018 14:00,2/25/2018 14:00,273,0035 Coal Harbour Community Centre,0209 Stanley Park - Information Booth,24 Hour,1780,865,3710,3900,10,8,0,0
2/25/2018 14:00,2/25/2018 14:00,246,0035 Coal Harbour Community Centre,0209 Stanley Park - Information Booth,24 Hour,1760,814,3771,3956,11,9,0,0
2/25/2018 14:00,2/25/2018 14:00,1032,0187 Bute & Davie,0204 York & Yew,365 Standard,2738,717,3784,3955,11,13,0,0
2/25/2018 14:00,2/25/2018 14:00,162,0001 10th & Cambie,0133 Ontario & 16th,365 Day Founding Plus,1292,511,3582,3737,8,8,0,0
2/25/2018 14:00,2/25/2018 14:00,382,0005 Dunsmuir & Beatty,0076 Cypress & 4th,365 Day Founding Standard,4069,1196,3837,4069,12,12,0,0
2/25/2018 14:00,2/25/2018 14:00,1271,0136 David Lam Park - West,0174 1st & Ontario,365 Day Founding Standard,3389,1217,4038,4219,10,9,0,0
2/25/2018 14:00,2/25/2018 14:00,531,0009 Spyglass & Seawall,0167 Cordova & Columbia,365 Standard,2699,581,3465,3648,10,12,0,0
2/25/2018 14:00,2/25/2018 15:00,260,0104 Stanley Park - Second Beach South,0033 Robson & Denman,24 Hour,4441,2693,3698,3866,10,12,0,0
2/25/2018 14:00,2/25/2018 14:00,499,0148 Quebec & Milross,0052 Cambie & Water,24 Hour,2299,1123,3810,3963,12,11,0,0
2/25/2018 14:00,2/25/2018 14:00,1165,0148 Quebec & Milross,0052 Cambie & Water,24 Hour,2329,1090,3966,4047,12,10,0,0
2/25/2018 14:00,2/25/2018 15:00,272,0104 Stanley Park - Second Beach South,0033 Robson & Denman,24 Hour,4435,2608,3918,4135,10,11,0,0
2/25/2018 14:00,2/25/2018 14:00,32,0601 Olympic Village Station,0071 14th & Granville,24 Hour,3016,1152,4227,4325,12,12,0,0
2/25/2018 14:00,2/25/2018 14:00,15,0196 Drake & Hornby,0019 Robson & Hornby,Archived Monthly Plus,896,367,3853,3945,8,9,0,0
2/25/2018 14:00,2/25/2018 15:00,1045,0076 Cypress & 4th,0173 Columbia & 2nd,24 Hour,3916,1543,3629,3881,10,10,0,0
2/25/2018 14:00,2/25/2018 15:00,421,0076 Cypress & 4th,0173 Columbia & 2nd,24 Hour,3910,1511,3916,4106,14,13,0,0
2/25/2018 14:00,2/25/2018 14:00,45,0218 Carrall & Seawall,0011 Ontario & Seawall,365 Standard,873,209,3629,3798,10,12,0,0
2/25/2018 14:00,2/25/2018 15:00,269,0071 14th & Granville,0070 10th & Granville,365 Plus,1700,1929,3926,4019,8,11,1147,2
2/25/2018 14:00,2/25/2018 14:00,480,0102 Stanley Park - Second Beach North,0209 Stanley Park - Information Booth,24 Hour,2066,823,4008,4126,9,11,0,0
2/25/2018 14:00,2/25/2018 15:00,273,0209 Stanley Park - Information Booth,0102 Stanley Park - Second Beach North,24 Hour,8707,3461,3731,3971,8,6,0,0
2/25/2018 14:00,2/25/2018 14:00,720,0102 Stanley Park - Second Beach North,0209 Stanley Park - Information Booth,24 Hour,2037,810,3853,3943,10,12,0,0
2/25/2018 14:00,2/25/2018 14:00,305,0102 Stanley Park - Second Beach North,0209 Stanley Park - Information Booth,24 Hour,2066,783,4155,4258,9,11,0,0
2/25/2018 14:00,2/25/2018 15:00,246,0209 Stanley Park - Information Booth,0102 Stanley Park - Second Beach North,24 Hour,8658,3479,3805,4021,10,8,0,0
2/25/2018 14:00,2/25/2018 15:00,178,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,6132,3552,3893,4071,13,9,0,0
2/25/2018 14:00,2/25/2018 14:00,228,0011 Ontario & Seawall,0218 Carrall & Seawall,365 Day Founding Standard,871,234,3914,4014,15,16,0,0
2/25/2018 14:00,2/25/2018 15:00,147,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,6150,3462,3748,3953,14,10,0,0
2/25/2018 14:00,2/25/2018 14:00,270,0048 Comox & Broughton,0015 Granville & Georgia,365 Corporate Plus,1684,481,3695,3829,8,10,0,0
2/25/2018 14:00,2/25/2018 15:00,9,0083 Aquatic Centre,0028 Davie & Beach,Archived Monthly Plus,1292,496,3800,3906,11,12,0,0
2/25/2018 14:00,2/25/2018 15:00,223,0171 5th & Yukon,0027 Beatty & Nelson,365 Corporate Standard,1549,571,3790,4008,8,11,0,0
2/25/2018 14:00,2/25/2018 15:00,626,0212 Union & Gore,0601 Olympic Village Station,Archived Monthly Plus,2691,690,3692,3918,14,13,0,0
2/25/2018 14:00,2/25/2018 15:00,629,0072 14th & Cambie,0012 Dunsmuir & Richards,90 Day,3116,847,3819,4005,8,10,0,0
2/25/2018 15:00,2/25/2018 15:00,1192,0009 Spyglass & Seawall,0009 Spyglass & Seawall,365 Day Founding Plus,1439,344,3800,3937,11,13,0,0
2/25/2018 15:00,2/25/2018 16:00,1089,0033 Robson & Denman,0033 Robson & Denman,24 Hour,5833,3610,3819,4019,8,6,0,0
2/25/2018 15:00,2/25/2018 15:00,197,0138 Richards & Helmcken,0058 Homer & Smithe,365 Day Founding Plus,5156,2005,3974,4113,18,12,340,1
2/25/2018 15:00,2/25/2018 16:00,294,0033 Robson & Denman,0033 Robson & Denman,24 Hour,5811,3572,3816,4008,9,8,0,0
2/25/2018 15:00,2/25/2018 15:00,507,0028 Davie & Beach,0083 Aquatic Centre,365 Corporate Plus,1950,719,3893,4043,14,12,0,0
2/25/2018 15:00,2/25/2018 15:00,1457,0066 Anderson & 2nd,0009 Spyglass & Seawall,365 Standard,2313,565,3760,3874,8,11,0,0
2/25/2018 15:00,2/25/2018 15:00,649,0092 Chilco & Barclay,0201 Shaw Tower,365 Corporate Plus,2564,679,3972,4161,12,11,0,0
2/25/2018 15:00,2/25/2018 15:00,766,0047 Chilco & Beach,0014 Canada Place,Archived Monthly Standard,3426,657,3966,4158,9,11,0,0
2/25/2018 15:00,2/25/2018 15:00,568,0037 Hornby & Nelson,0196 Drake & Hornby,365 Day Founding Plus,555,257,3961,4064,8,9,0,0
2/25/2018 15:00,2/26/2018 16:00,689,0064 Expo & Smithe,0112 10th & Oak,365 Day Founding Standard,2536,1056,3771,3603,10,7,0,0
2/25/2018 15:00,2/25/2018 15:00,219,0187 Bute & Davie,0005 Dunsmuir & Beatty,365 Day Founding Standard,2499,802,3982,4119,14,12,0,0
2/25/2018 15:00,2/25/2018 15:00,502,0093 Chilco & Robson,0015 Granville & Georgia,365 Standard,2597,937,3594,3673,14,11,0,0
2/25/2018 15:00,2/25/2018 15:00,421,0173 Columbia & 2nd,0136 David Lam Park - West,365 Day Founding Standard,3487,1213,4005,4156,12,12,0,0
2/25/2018 15:00,2/25/2018 16:00,166,0032 Comox & Denman,0083 Aquatic Centre,365 Day Founding Plus,0,3095,3708,3784,8,5,0,0
2/25/2018 15:00,2/25/2018 15:00,125,0037 Hornby & Nelson,0015 Granville & Georgia,365 Plus,724,201,3656,3747,7,8,0,0
2/25/2018 15:00,2/25/2018 15:00,705,0209 Stanley Park - Information Booth,0028 Davie & Beach,Archived Monthly Plus,1807,694,4009,4121,14,13,0,0
2/25/2018 15:00,2/25/2018 15:00,791,0150 Alexander & Main,0014 Canada Place,365 Standard,1294,484,3943,4119,7,7,0,0
2/25/2018 15:00,2/25/2018 15:00,1080,0159 Vine & 4th,0057 Marinaside & Cooperage,24 Hour,4218,1645,3647,3797,13,12,0,0
2/25/2018 15:00,2/25/2018 15:00,115,0159 Vine & 4th,0057 Marinaside & Cooperage,24 Hour,4294,1640,3976,4161,12,11,0,0
2/25/2018 15:00,2/25/2018 15:00,1135,0159 Vine & 4th,0057 Marinaside & Cooperage,24 Hour,4204,1625,3914,4090,13,10,0,0
2/25/2018 15:00,2/25/2018 15:00,4,0159 Vine & 4th,0057 Marinaside & Cooperage,24 Hour,4245,1590,3735,3887,14,11,0,0
2/25/2018 15:00,2/25/2018 15:00,1033,0077 Vanier Park,0204 York & Yew,365 Day Founding Standard,1386,453,3710,3890,10,11,0,0
2/25/2018 15:00,2/25/2018 15:00,525,0033 Robson & Denman,0047 Chilco & Beach,Archived Monthly Plus,925,254,3831,3943,8,10,0,0
2/25/2018 15:00,2/25/2018 15:00,368,0132 14th & Ontario,0174 1st & Ontario,365 Day Founding Standard,1378,476,3816,3922,8,7,0,0
2/25/2018 15:00,2/25/2018 15:00,310,0089 Burrard & Drake,0037 Hornby & Nelson,365 Day Founding Plus,602,355,3948,4095,13,11,0,0
2/25/2018 15:00,2/25/2018 15:00,649,0201 Shaw Tower,0197 1st & Main,365 Corporate Plus,3685,1138,4026,4240,10,10,0,0
2/25/2018 15:00,2/25/2018 15:00,412,0024 Hornby & Pender,0035 Coal Harbour Community Centre,24 Hour,1629,872,3942,4038,12,11,0,0
2/25/2018 15:00,2/25/2018 15:00,863,0024 Hornby & Pender,0035 Coal Harbour Community Centre,24 Hour,1586,778,3719,3898,10,8,0,0
2/25/2018 15:00,2/25/2018 15:00,432,0069 7th & Granville,0109 7th & Arbutus,365 Day Founding Plus,1100,484,3763,3881,8,9,0,0
2/25/2018 15:00,2/25/2018 15:00,456,0218 Carrall & Seawall,0218 Carrall & Seawall,24 Hour,6,263,3616,3752,11,10,0,0
2/25/2018 15:00,2/25/2018 15:00,475,0196 Drake & Hornby,0078 Nelson & Mainland,365 Plus,1100,291,3744,3843,9,11,0,0
2/25/2018 15:00,2/25/2018 16:00,1028,0087 Broughton & Burnaby,0052 Cambie & Water,Archived Monthly Standard,3128,1168,3879,4030,13,12,0,0
2/25/2018 15:00,2/25/2018 16:00,1087,0087 Broughton & Burnaby,0052 Cambie & Water,Archived Monthly Standard,3124,1147,3777,3927,14,13,0,0
2/25/2018 15:00,2/25/2018 16:00,421,0136 David Lam Park - West,0036 Bute & Robson,365 Day Founding Standard,2607,1279,4079,4142,12,9,0,0
2/25/2018 15:00,2/25/2018 16:00,227,0218 Carrall & Seawall,0218 Carrall & Seawall,24 Hour,9742,2726,3935,4279,12,11,0,0
2/25/2018 15:00,2/25/2018 15:00,1011,0089 Burrard & Drake,0064 Expo & Smithe,365 Day Founding Plus,1686,755,3990,4129,10,11,228,1
2/25/2018 15:00,2/25/2018 16:00,994,0159 Vine & 4th,0039 Helmcken & Burrard,365 Standard,189,869,3906,3947,14,10,0,0
2/25/2018 15:00,2/25/2018 16:00,1014,0198 6th & Main,0017 Marinaside & Davie,90 Day,3516,1149,3835,4106,9,12,0,0
2/25/2018 15:00,2/25/2018 16:00,863,0035 Coal Harbour Community Centre,0033 Robson & Denman,24 Hour,1247,627,3748,3860,10,8,33,1
2/25/2018 15:00,2/25/2018 16:00,273,0102 Stanley Park - Second Beach North,0065 Cypress & Cornwall,24 Hour,4345,1508,3776,4022,8,8,0,0
2/25/2018 15:00,2/25/2018 16:00,412,0035 Coal Harbour Community Centre,0033 Robson & Denman,24 Hour,1257,584,3937,4034,12,10,0,0
2/25/2018 15:00,2/25/2018 16:00,246,0102 Stanley Park - Second Beach North,0065 Cypress & Cornwall,24 Hour,4353,1473,3876,4055,8,8,0,0
2/25/2018 15:00,2/25/2018 15:00,291,0173 Columbia & 2nd,0601 Olympic Village Station,Archived Monthly Standard,780,278,3993,4064,11,12,0,0
2/25/2018 15:00,2/25/2018 15:00,110,0014 Canada Place,0014 Canada Place,24 Hour,0,16,3684,3724,14,13,0,0
2/25/2018 15:00,2/25/2018 16:00,276,0014 Canada Place,0035 Coal Harbour Community Centre,24 Hour,1413,667,3674,3793,13,12,0,0
2/25/2018 15:00,2/25/2018 16:00,110,0014 Canada Place,0035 Coal Harbour Community Centre,24 Hour,1408,585,3660,3753,15,14,0,0
2/25/2018 15:00,2/25/2018 16:00,1055,0081 7th & Heather,0167 Cordova & Columbia,365 Standard,3256,982,3710,3850,12,10,0,0
