Departure,Return,Bike,Departure station,Return station,Formula,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (°C),Return temperature (°C),Stopover duration (sec.),Number of stopovers
1/23/2018 8:00,1/23/2018 8:00,781,0115 Cypress & 16th,0001 10th & Cambie,365 Standard,3130,676,3889,3945,7,9,0,0
1/23/2018 8:00,1/23/2018 8:00,612,0088 Harwood & Bute,0012 Dunsmuir & Richards,365 Corporate Plus,2209,663,3666,3819,8,9,0,0
1/23/2018 8:00,1/23/2018 9:00,1064,0028 Davie & Beach,0167 Cordova & Columbia,Archived Monthly Standard,4133,1276,3939,4213,7,6,0,0
1/23/2018 8:00,1/23/2018 8:00,20,0005 Dunsmuir & Beatty,0078 Nelson & Mainland,365 Day Founding Standard,963,360,3739,3842,7,9,0,0
1/23/2018 8:00,1/23/2018 8:00,917,0173 Columbia & 2nd,0218 Carrall & Seawall,365 Day Founding Plus,1494,420,3980,4142,7,9,0,0
1/23/2018 8:00,1/23/2018 8:00,348,0014 Canada Place,0101 Stanley Park - Vancouver Aquarium,365 Corporate Plus,3295,921,3884,4121,8,7,0,0
1/23/2018 8:00,1/23/2018 8:00,1084,0036 Bute & Robson,0063 Robson & Granville,365 Plus,741,151,3727,3845,7,8,0,0
1/23/2018 8:00,1/23/2018 8:00,876,0089 Burrard & Drake,0107 8th & Ontario,365 Day Founding Standard,3526,1018,3843,4122,8,10,0,0
1/23/2018 8:00,1/23/2018 8:00,391,0060 Bidwell & Burnaby,0001 10th & Cambie,365 Day Founding Plus,5264,1354,3553,3760,8,8,0,0
1/23/2018 8:00,1/23/2018 8:00,391,0060 Bidwell & Burnaby,0060 Bidwell & Burnaby,365 Day Founding Plus,32,35,3602,3666,8,7,0,0
1/23/2018 8:00,1/23/2018 8:00,863,0174 1st & Ontario,0167 Cordova & Columbia,365 Standard,1545,361,3740,3930,7,8,0,0
1/23/2018 8:00,1/23/2018 8:00,31,0060 Bidwell & Burnaby,0601 Olympic Village Station,365 Day Founding Plus,4661,1130,3684,3881,7,9,0,0
1/23/2018 8:00,1/23/2018 8:00,771,0016 Pender & Burrard,0150 Alexander & Main,365 Standard,1817,535,3731,3882,8,11,0,0
1/23/2018 8:00,1/23/2018 8:00,495,0089 Burrard & Drake,0024 Hornby & Pender,Archived Monthly Standard,1521,496,3834,3987,8,10,0,0
1/23/2018 8:00,1/23/2018 8:00,1217,0112 10th & Oak,0068 Cypress & Broadway,365 Day Founding Standard,1741,355,3823,3955,7,10,0,0
1/23/2018 8:00,1/23/2018 8:00,614,0057 Marinaside & Cooperage,0601 Olympic Village Station,365 Standard,1098,314,3848,3953,9,11,0,0
1/23/2018 8:00,1/23/2018 8:00,1091,0187 Bute & Davie,0024 Hornby & Pender,365 Day Founding Plus,1827,539,3868,4018,8,10,0,0
1/23/2018 8:00,1/23/2018 8:00,1304,0082 Richards & Davie,0129 Richards & Robson,Archived Monthly Plus,671,279,3716,3803,8,9,0,0
1/23/2018 8:00,1/23/2018 8:00,1232,0196 Drake & Hornby,0024 Hornby & Pender,Archived Monthly Plus,1408,508,3694,3837,8,10,0,0
1/23/2018 8:00,1/23/2018 8:00,507,0036 Bute & Robson,0171 5th & Yukon,Archived Monthly Standard,2954,879,3895,4050,8,8,0,0
1/23/2018 8:00,1/23/2018 8:00,1159,0087 Broughton & Burnaby,0024 Hornby & Pender,365 Day Founding Plus,2162,589,3977,4153,7,8,0,0
1/23/2018 8:00,1/23/2018 8:00,393,0196 Drake & Hornby,0099 Vancouver Art Gallery - North Plaza,365 Plus,982,287,3892,4022,8,10,0,0
1/23/2018 8:00,1/23/2018 8:00,943,0041 Cardero & Robson,0052 Cambie & Water,90 Day,2579,773,3731,3889,8,9,0,0
1/23/2018 8:00,1/23/2018 8:00,1276,0088 Harwood & Bute,0002 Burrard Station,365 Day Founding Plus,1694,367,3995,4106,8,10,0,0
1/23/2018 8:00,1/23/2018 8:00,13,0196 Drake & Hornby,0025 Homer & Robson,Archived Monthly Standard,1421,413,3947,4069,8,9,0,0
1/23/2018 8:00,1/23/2018 8:00,695,0196 Drake & Hornby,0024 Hornby & Pender,365 Standard,1421,481,4005,4159,8,8,0,0
1/23/2018 8:00,1/23/2018 8:00,1065,0005 Dunsmuir & Beatty,0027 Beatty & Nelson,365 Day Founding Standard,708,186,3893,3980,7,9,0,0
1/23/2018 8:00,1/23/2018 8:00,668,0004 Yaletown-Roundhouse Station,0014 Canada Place,365 Day Founding Standard,2421,661,3976,4135,8,10,0,0
1/23/2018 7:00,1/23/2018 7:00,1429,0138 Richards & Helmcken,0012 Dunsmuir & Richards,365 Plus,1090,366,3881,3956,9,10,0,0
1/23/2018 7:00,1/23/2018 7:00,807,0187 Bute & Davie,0036 Bute & Robson,365 Day Founding Standard,608,199,3785,3897,7,9,0,0
1/23/2018 7:00,1/23/2018 8:00,1111,0047 Chilco & Beach,0108 Cypress & 1st,Archived Monthly Standard,3244,614,3905,4087,8,10,0,0
1/23/2018 7:00,1/23/2018 8:00,938,0083 Aquatic Centre,0171 5th & Yukon,90 Day,3851,1206,3877,4022,8,10,0,0
1/23/2018 7:00,1/23/2018 7:00,1256,0015 Granville & Georgia,0026 Beatty & Robson,365 Corporate Standard,786,252,4022,4121,8,9,0,0
1/23/2018 7:00,1/23/2018 8:00,978,0087 Broughton & Burnaby,0052 Cambie & Water,365 Standard,3254,1043,3763,3947,8,10,0,0
1/23/2018 7:00,1/23/2018 7:00,386,0167 Cordova & Columbia,0082 Richards & Davie,365 Day Founding Standard,2677,635,3737,3874,8,11,0,0
1/23/2018 7:00,1/23/2018 7:00,13,0014 Canada Place,0196 Drake & Hornby,90 Day,1784,576,3916,4048,8,9,0,0
1/23/2018 7:00,1/23/2018 7:00,1343,0601 Olympic Village Station,0197 1st & Main,365 Day Founding Standard,1357,301,3561,3686,8,10,0,0
1/23/2018 7:00,1/23/2018 7:00,356,0196 Drake & Hornby,0016 Pender & Burrard,365 Day Founding Standard,1586,489,3961,4098,8,10,0,0
1/23/2018 7:00,1/23/2018 7:00,695,0205 Pine & 10th,0196 Drake & Hornby,365 Day Founding Plus,2603,794,3934,4150,7,8,0,0
1/23/2018 7:00,1/23/2018 7:00,349,0040 Cardero & Davie,0035 Coal Harbour Community Centre,365 Day Founding Standard,1270,306,3858,3964,8,10,0,0
1/23/2018 7:00,1/23/2018 7:00,261,0048 Comox & Broughton,0064 Expo & Smithe,365 Day Founding Plus,2203,484,3729,3853,8,11,0,0
1/23/2018 7:00,1/23/2018 7:00,364,0017 Marinaside & Davie,0024 Hornby & Pender,365 Standard,1986,527,3887,4093,8,8,0,0
1/23/2018 7:00,1/23/2018 7:00,116,0196 Drake & Hornby,0030 Abbott & Cordova,365 Standard,2452,703,3966,4138,8,10,0,0
1/23/2018 7:00,1/23/2018 7:00,797,0050 Bute & Comox,0032 Comox & Denman,365 Day Founding Standard,867,220,3802,3842,7,9,0,0
1/23/2018 7:00,1/23/2018 7:00,210,0109 7th & Arbutus,0108 Cypress & 1st,365 Day Founding Plus,880,232,3805,3935,7,7,0,0
1/23/2018 7:00,1/23/2018 7:00,262,0171 5th & Yukon,0037 Hornby & Nelson,365 Standard,2385,640,3648,3835,8,8,0,0
1/23/2018 7:00,1/23/2018 7:00,443,0010 Stamp's Landing,0107 8th & Ontario,365 Plus,1694,485,3753,3937,8,8,0,0
1/23/2018 7:00,1/23/2018 7:00,608,0196 Drake & Hornby,0167 Cordova & Columbia,365 Standard,2869,766,3895,4047,8,10,0,0
1/23/2018 7:00,1/23/2018 7:00,80,0212 Union & Gore,0037 Hornby & Nelson,365 Standard,2626,799,3719,3826,8,10,0,0
1/23/2018 7:00,1/23/2018 7:00,1548,0115 Cypress & 16th,0011 Ontario & Seawall,Archived Monthly Standard,7430,2187,3810,4175,8,9,0,0
1/23/2018 6:00,1/23/2018 7:00,1066,0196 Drake & Hornby,0064 Expo & Smithe,365 Day Founding Plus,1482,410,3655,3843,8,8,0,0
1/23/2018 6:00,1/23/2018 6:00,295,0050 Bute & Comox,0024 Hornby & Pender,365 Day Founding Standard,1511,304,3972,4088,8,10,0,0
1/23/2018 6:00,1/23/2018 6:00,8,0076 Cypress & 4th,0065 Cypress & Cornwall,365 Day Founding Standard,504,96,3864,3964,8,10,0,0
1/23/2018 6:00,1/23/2018 6:00,8,0076 Cypress & 4th,0076 Cypress & 4th,365 Day Founding Standard,0,17,3889,3961,8,8,0,0
1/23/2018 6:00,1/23/2018 7:00,855,0159 Vine & 4th,0211 14th & Alder,365 Standard,3044,795,3644,3826,8,10,0,0
1/23/2018 6:00,1/23/2018 6:00,68,0211 14th & Alder,0106 Heather & 14th,365 Standard,1841.67,221,3742,3806,8,9,0,0
1/23/2018 6:00,1/23/2018 6:00,1508,0087 Broughton & Burnaby,0073 Ontario & 5th,365 Day Founding Standard,4361,747,3760,3977,8,12,0,0
1/23/2018 6:00,1/23/2018 6:00,1291,0087 Broughton & Burnaby,0140 Burrard & 7th,365 Standard,2932,644,3363,3578,8,10,0,0
1/23/2018 6:00,1/23/2018 6:00,1007,0204 York & Yew,0008 8th & Ash,Archived Monthly Standard,3334,856,3835,4027,8,10,0,0
1/23/2018 6:00,1/23/2018 6:00,848,0048 Comox & Broughton,0019 Robson & Hornby,365 Standard,1298,438,3681,3808,8,10,0,0
1/23/2018 6:00,1/23/2018 6:00,1222,0032 Comox & Denman,0037 Hornby & Nelson,Archived Monthly Standard,1531,531,3750,3887,8,9,0,0
1/23/2018 6:00,1/23/2018 6:00,467,0057 Marinaside & Cooperage,0053 Keefer & Abbott,365 Day Founding Plus,1000,206,4037,4151,8,10,0,0
1/23/2018 6:00,1/23/2018 6:00,229,0187 Bute & Davie,0002 Burrard Station,Archived Monthly Plus,1268,460,3768,3882,8,9,0,0
1/23/2018 6:00,1/23/2018 6:00,1217,0001 10th & Cambie,0112 10th & Oak,365 Day Founding Standard,906,280,3831,3939,7,9,0,0
1/23/2018 6:00,1/23/2018 6:00,1407,0039 Helmcken & Burrard,0204 York & Yew,Archived Monthly Standard,2462,517,3684,3814,8,11,0,0
1/23/2018 6:00,1/23/2018 6:00,386,0082 Richards & Davie,0167 Cordova & Columbia,365 Day Founding Standard,2405,509,3735,3852,8,11,0,0
1/23/2018 6:00,1/23/2018 6:00,466,0050 Bute & Comox,0148 Quebec & Milross,365 Plus,3134,775,3589,3864,8,11,0,0
1/23/2018 5:00,1/23/2018 6:00,1064,0082 Richards & Davie,0028 Davie & Beach,Archived Monthly Standard,1923,467,3893,4137,8,9,0,0
1/23/2018 5:00,1/23/2018 5:00,1064,0082 Richards & Davie,0082 Richards & Davie,Archived Monthly Standard,0,17,3918,4059,8,6,0,0
1/23/2018 5:00,1/23/2018 5:00,1251,0083 Aquatic Centre,0083 Aquatic Centre,365 Day Founding Plus,3961,1264,3748,3968,8,10,0,0
1/23/2018 5:00,1/23/2018 5:00,975,0008 8th & Ash,0030 Abbott & Cordova,365 Standard,2572,578,3877,4024,8,11,0,0
1/23/2018 2:00,1/23/2018 2:00,426,0132 14th & Ontario,0066 Anderson & 2nd,365 Day Founding Plus,0,848,3711,3779,6,6,0,0
1/23/2018 1:00,1/23/2018 2:00,980,0011 Ontario & Seawall,0176 10th & Ontario,365 Day Founding Plus,1135,524,3943,4047,7,8,0,0
1/23/2018 0:00,1/23/2018 0:00,797,0078 Nelson & Mainland,0050 Bute & Comox,Archived Monthly Plus,1421,376,3787,3906,7,10,0,0
1/23/2018 0:00,1/23/2018 1:00,438,0012 Dunsmuir & Richards,0040 Cardero & Davie,Archived Monthly Standard,2483,742,3648,3779,8,11,0,0
1/23/2018 0:00,1/23/2018 0:00,1121,0093 Chilco & Robson,0032 Comox & Denman,365 Corporate Standard,788,238,3980,4093,8,8,0,0
1/23/2018 0:00,1/23/2018 0:00,191,0072 14th & Cambie,0174 1st & Ontario,24 Hour,2317,646,3813,3948,6,9,0,0
1/23/2018 0:00,1/23/2018 0:00,567,0064 Expo & Smithe,0107 8th & Ontario,365 Corporate Standard,2186,514,3905,4090,9,10,0,0
1/23/2018 0:00,1/23/2018 0:00,227,0052 Cambie & Water,0092 Chilco & Barclay,365 Day Founding Plus,3595,894,3916,4166,7,9,0,0
1/23/2018 0:00,1/23/2018 0:00,1530,0052 Cambie & Water,0052 Cambie & Water,365 Day Founding Plus,24,51,3768,3839,7,7,0,0
1/23/2018 0:00,1/23/2018 0:00,485,0076 Cypress & 4th,0005 Dunsmuir & Beatty,365 Plus,4151,1502,3771,3984,6,9,0,0
1/23/2018 0:00,1/23/2018 0:00,196,0036 Bute & Robson,0032 Comox & Denman,365 Standard,1251,297,3789,3929,7,9,0,0
1/22/2018 23:00,1/23/2018 0:00,749,0066 Anderson & 2nd,0055 Keefer & Columbia,365 Day Founding Plus,4100,778,4001,4206,8,11,0,0
1/22/2018 23:00,1/22/2018 23:00,973,0012 Dunsmuir & Richards,0167 Cordova & Columbia,90 Day,1245,415,3676,3784,7,9,0,0
1/22/2018 23:00,1/22/2018 23:00,685,0030 Abbott & Cordova,0082 Richards & Davie,Archived Monthly Standard,1833,780,3826,3953,7,9,0,0
1/22/2018 23:00,1/22/2018 23:00,1256,0123 Georgia & Thurlow,0015 Granville & Georgia,365 Corporate Plus,612,181,4024,4134,8,9,0,0
1/22/2018 23:00,1/22/2018 23:00,1,0005 Dunsmuir & Beatty,0044 Richards & Beach,365 Standard,1892,819,3665,3798,8,6,0,0
1/22/2018 23:00,1/22/2018 23:00,667,0012 Dunsmuir & Richards,0148 Quebec & Milross,365 Day Founding Plus,1607,383,3756,3906,7,9,0,0
1/22/2018 23:00,1/22/2018 23:00,1066,0004 Yaletown-Roundhouse Station,0196 Drake & Hornby,365 Day Founding Standard,792,260,3655,3823,8,7,0,0
1/22/2018 23:00,1/22/2018 23:00,882,0037 Hornby & Nelson,0027 Beatty & Nelson,365 Day Founding Plus,869,147,3826,3913,8,10,0,0
1/22/2018 22:00,1/22/2018 23:00,424,0187 Bute & Davie,0060 Bidwell & Burnaby,365 Standard,902,162,3839,3921,8,9,0,0
1/22/2018 22:00,1/22/2018 23:00,564,0187 Bute & Davie,0060 Bidwell & Burnaby,365 Standard,902,164,3652,3768,8,9,0,0
1/22/2018 22:00,1/22/2018 23:00,1355,0036 Bute & Robson,0187 Bute & Davie,365 Corporate Plus,0,273,3413,3523,7,6,0,0
1/22/2018 22:00,1/22/2018 22:00,858,0001 10th & Cambie,0176 10th & Ontario,365 Corporate Plus,745,208,3971,4066,6,9,0,0
1/22/2018 22:00,1/22/2018 22:00,927,0036 Bute & Robson,0088 Harwood & Bute,365 Standard,902,243,3863,3969,7,9,0,0
1/22/2018 22:00,1/22/2018 22:00,1439,0064 Expo & Smithe,0044 Richards & Beach,365 Plus,1155,386,3776,3863,8,9,0,0
1/22/2018 22:00,1/22/2018 22:00,357,0125 Hamilton & Robson,0036 Bute & Robson,365 Plus,1304,614,3721,3835,7,9,0,0
1/22/2018 22:00,1/22/2018 22:00,1252,0012 Dunsmuir & Richards,0081 7th & Heather,365 Standard,2644,681,3684,3808,7,9,0,0
1/22/2018 22:00,1/22/2018 22:00,1330,0148 Quebec & Milross,0004 Yaletown-Roundhouse Station,Archived Monthly Standard,1958,517,3673,3782,7,9,0,0
1/22/2018 22:00,1/22/2018 22:00,918,0201 Shaw Tower,0196 Drake & Hornby,365 Plus,1956,713,3877,4013,8,9,0,0
1/22/2018 22:00,1/22/2018 22:00,575,0012 Dunsmuir & Richards,0167 Cordova & Columbia,365 Day Founding Plus,1274,289,3732,3842,8,10,0,0
1/22/2018 22:00,1/22/2018 22:00,1148,0187 Bute & Davie,0028 Davie & Beach,365 Day Founding Plus,951,322,3744,3892,7,8,0,0
1/22/2018 22:00,1/22/2018 22:00,508,0148 Quebec & Milross,0017 Marinaside & Davie,365 Plus,1560,426,3898,4053,7,10,0,0
1/22/2018 22:00,1/22/2018 22:00,848,0002 Burrard Station,0048 Comox & Broughton,365 Standard,1390,435,3674,3800,8,10,0,0
1/22/2018 22:00,1/22/2018 22:00,1159,0040 Cardero & Davie,0087 Broughton & Burnaby,Archived Monthly Standard,341,124,3982,4040,7,8,0,0
1/22/2018 22:00,1/22/2018 22:00,1197,0198 6th & Main,0197 1st & Main,365 Day Founding Plus,0,148,3671,3737,7,6,0,0
1/22/2018 22:00,1/22/2018 22:00,882,0064 Expo & Smithe,0037 Hornby & Nelson,365 Day Founding Plus,1100,399,3814,3930,8,10,0,0
1/22/2018 21:00,1/22/2018 22:00,1053,0035 Coal Harbour Community Centre,0037 Hornby & Nelson,365 Corporate Standard,1539,537,3734,3895,7,9,0,0
1/22/2018 21:00,1/22/2018 22:00,1503,0026 Beatty & Robson,0109 7th & Arbutus,365 Day Founding Plus,4347,866,3735,3948,8,11,0,0
1/22/2018 21:00,1/22/2018 21:00,1380,0060 Bidwell & Burnaby,0089 Burrard & Drake,365 Standard,49,520,3603,3781,8,8,0,0
1/22/2018 21:00,1/22/2018 21:00,428,0060 Bidwell & Burnaby,0089 Burrard & Drake,365 Standard,1674,523,3744,3866,8,9,0,0
1/22/2018 21:00,1/22/2018 21:00,435,0082 Richards & Davie,0063 Robson & Granville,365 Day Founding Standard,857,414,3705,3903,8,9,0,0
1/22/2018 21:00,1/22/2018 22:00,529,0105 Stanley Park - Totem Poles,0063 Robson & Granville,24 Hour,5593,2175,3740,3960,9,9,0,0
1/22/2018 21:00,1/22/2018 21:00,956,0040 Cardero & Davie,0031 Morton & Denman,24 Hour,457,142,3797,3926,8,8,0,0
1/22/2018 21:00,1/22/2018 21:00,1096,0196 Drake & Hornby,0076 Cypress & 4th,365 Standard,2088,490,3932,4080,8,10,0,0
1/22/2018 21:00,1/22/2018 21:00,81,0601 Olympic Village Station,0187 Bute & Davie,365 Day Founding Standard,3295,835,3855,4029,8,10,0,0
1/22/2018 21:00,1/22/2018 21:00,359,0012 Dunsmuir & Richards,0030 Abbott & Cordova,Archived Monthly Standard,865,250,3665,3793,8,9,0,0
1/22/2018 21:00,1/22/2018 21:00,244,0066 Anderson & 2nd,0011 Ontario & Seawall,365 Day Founding Plus,2954,610,3980,4216,8,9,0,0
1/22/2018 21:00,1/22/2018 21:00,1148,0099 Vancouver Art Gallery - North Plaza,0187 Bute & Davie,365 Standard,1427,327,3734,3919,8,10,0,0
1/22/2018 21:00,1/22/2018 21:00,20,0036 Bute & Robson,0005 Dunsmuir & Beatty,365 Standard,1803,563,3742,3863,8,10,0,0
1/22/2018 21:00,1/22/2018 21:00,138,0015 Granville & Georgia,0203 Pine & 14th,24 Hour,3524,910,3810,3948,9,11,0,0
1/22/2018 21:00,1/23/2018 8:00,1060,0218 Carrall & Seawall,0084 Sunset Beach West,365 Day Founding Standard,3934,995,4006,4127,7,7,0,0
1/22/2018 21:00,1/22/2018 21:00,761,0206 8th & Scotia,0130 Heather & 16th,Archived Monthly Standard,2472,678,3756,3898,8,10,0,0
1/22/2018 21:00,1/22/2018 21:00,1025,0037 Hornby & Nelson,0025 Homer & Robson,365 Day Founding Plus,880,320,3948,4047,8,9,0,0
1/22/2018 21:00,1/22/2018 21:00,564,0167 Cordova & Columbia,0187 Bute & Davie,365 Standard,3191,1067,3623,3805,8,10,0,0
1/22/2018 21:00,1/22/2018 21:00,1194,0036 Bute & Robson,0187 Bute & Davie,365 Day Founding Standard,608,168,3856,3956,8,9,0,0
1/22/2018 21:00,1/22/2018 21:00,1066,0037 Hornby & Nelson,0004 Yaletown-Roundhouse Station,365 Day Founding Plus,994,297,3647,3823,8,8,0,0
1/22/2018 21:00,1/22/2018 21:00,557,0015 Granville & Georgia,0024 Hornby & Pender,365 Standard,620,332,3913,4008,9,10,0,0
1/22/2018 20:00,1/22/2018 21:00,1076,0030 Abbott & Cordova,0033 Robson & Denman,90 Day,2815,698,3769,3969,8,10,0,0
1/22/2018 20:00,1/22/2018 21:00,359,0129 Richards & Robson,0012 Dunsmuir & Richards,Archived Monthly Standard,3440,1329,3656,3785,9,11,0,0
1/22/2018 20:00,1/22/2018 21:00,40,0001 10th & Cambie,0110 5th & Arbutus,365 Day Founding Standard,3414,882,3935,4109,7,10,0,0
1/22/2018 20:00,1/22/2018 20:00,703,0050 Bute & Comox,0032 Comox & Denman,Archived Monthly Plus,880,224,3713,3810,8,10,0,0
1/22/2018 20:00,1/22/2018 21:00,607,0008 8th & Ash,0089 Burrard & Drake,365 Standard,3334,1192,3877,4021,8,10,0,0
1/22/2018 20:00,1/22/2018 20:00,359,0036 Bute & Robson,0129 Richards & Robson,Archived Monthly Standard,1031,274,3642,3748,8,10,0,0
1/22/2018 20:00,1/22/2018 20:00,1504,0092 Chilco & Barclay,0032 Comox & Denman,90 Day,592,195,3726,3864,8,9,0,0
1/22/2018 20:00,1/22/2018 20:00,501,0088 Harwood & Bute,0027 Beatty & Nelson,365 Corporate Plus,1909,592,3831,3982,8,8,0,0
1/22/2018 20:00,1/22/2018 20:00,1307,0148 Quebec & Milross,0044 Richards & Beach,90 Day,2770,655,3518,3661,8,11,0,0
1/22/2018 20:00,1/22/2018 20:00,43,0082 Richards & Davie,0035 Coal Harbour Community Centre,365 Corporate Standard,2532,866,3885,4032,8,10,0,0
1/22/2018 20:00,1/22/2018 21:00,69,0208 Arbutus Greenway & Broadway,0037 Hornby & Nelson,365 Corporate Plus,3334,1404,3930,4014,8,9,0,0
1/22/2018 20:00,1/22/2018 20:00,374,0148 Quebec & Milross,0053 Keefer & Abbott,365 Standard,735,197,3561,3677,8,10,0,0
1/22/2018 20:00,1/22/2018 20:00,411,0601 Olympic Village Station,0173 Columbia & 2nd,365 Standard,735,293,3879,3992,7,10,0,0
1/22/2018 20:00,1/22/2018 20:00,10,0011 Ontario & Seawall,0165 Columbia & 4th,365 Standard,867,312,3756,3911,7,7,0,0
1/22/2018 20:00,1/22/2018 20:00,1444,0058 Homer & Smithe,0065 Cypress & Cornwall,Archived Monthly Plus,2824,921,3671,3835,8,11,0,0
1/22/2018 20:00,1/22/2018 20:00,1417,0055 Keefer & Columbia,0079 Nelson & Richards,24 Hour,1917,1033,3987,4155,8,7,0,0
1/22/2018 20:00,1/22/2018 20:00,1321,0048 Comox & Broughton,0035 Coal Harbour Community Centre,365 Day Founding Plus,904,211,3913,3774,8,10,0,0
1/22/2018 20:00,1/22/2018 20:00,702,0004 Yaletown-Roundhouse Station,0063 Robson & Granville,Archived Monthly Standard,1168,411,3823,3921,9,10,0,0
1/22/2018 20:00,1/22/2018 20:00,467,0102 Stanley Park - Second Beach North,0057 Marinaside & Cooperage,Archived Monthly Plus,5697,1320,4032,4248,6,10,0,0
1/22/2018 20:00,1/22/2018 20:00,1308,0058 Homer & Smithe,0048 Comox & Broughton,365 Day Founding Plus,1778,427,4021,4158,8,10,0,0
1/22/2018 20:00,1/22/2018 20:00,522,0125 Hamilton & Robson,0167 Cordova & Columbia,365 Day Founding Standard,1274,335,4084,4217,9,10,0,0
1/22/2018 20:00,1/22/2018 20:00,315,0166 Alder & 11th,0133 Ontario & 16th,365 Plus,2474,651,3826,3993,7,9,0,0
1/22/2018 20:00,1/22/2018 20:00,466,0024 Hornby & Pender,0050 Bute & Comox,365 Day Founding Standard,1519,462,3673,3813,9,11,0,0
1/22/2018 20:00,1/22/2018 20:00,634,0001 10th & Cambie,0106 Heather & 14th,Archived Monthly Standard,800,280,3671,3869,7,8,0,0
1/22/2018 20:00,1/22/2018 20:00,1289,0064 Expo & Smithe,0601 Olympic Village Station,365 Day Founding Plus,1253,369,3823,3927,9,11,0,0
1/22/2018 20:00,1/22/2018 20:00,567,0064 Expo & Smithe,0064 Expo & Smithe,365 Day Founding Plus,0,25,3947,3956,9,9,0,0
1/22/2018 20:00,1/22/2018 20:00,478,0015 Granville & Georgia,0044 Richards & Beach,Archived Monthly Standard,1415,412,3808,3939,8,10,0,0
1/22/2018 20:00,1/23/2018 8:00,776,0037 Hornby & Nelson,0084 Sunset Beach West,365 Day Founding Plus,1586,559,3839,3898,8,7,0,0
1/22/2018 20:00,1/22/2018 20:00,608,0076 Cypress & 4th,0196 Drake & Hornby,365 Standard,2023,509,3829,4029,7,10,0,0
1/22/2018 20:00,1/22/2018 20:00,781,0007 12th & Yukon,0115 Cypress & 16th,365 Standard,2942,627,3861,3982,7,10,0,0
1/22/2018 20:00,1/22/2018 20:00,927,0167 Cordova & Columbia,0036 Bute & Robson,365 Plus,2552,813,3827,3992,9,10,0,0
1/22/2018 20:00,1/22/2018 20:00,1035,0041 Cardero & Robson,0088 Harwood & Bute,365 Standard,1525,374,4040,4195,8,10,0,0
1/22/2018 20:00,1/22/2018 20:00,650,0050 Bute & Comox,0032 Comox & Denman,Archived Monthly Basic,851,337,3887,4003,7,9,0,0
1/22/2018 19:00,1/22/2018 20:00,1025,0032 Comox & Denman,0037 Hornby & Nelson,365 Day Founding Plus,1515,588,3934,4056,8,10,0,0
1/22/2018 19:00,1/22/2018 20:00,1063,0017 Marinaside & Davie,0187 Bute & Davie,365 Day Founding Plus,1600,355,3839,3968,9,12,0,0
1/22/2018 19:00,1/22/2018 20:00,139,0031 Morton & Denman,0148 Quebec & Milross,365 Plus,5060,1010,3642,3832,9,12,0,0
1/22/2018 19:00,1/22/2018 20:00,116,0063 Robson & Granville,0196 Drake & Hornby,90 Day,1014,420,3955,4087,8,10,0,0
1/22/2018 19:00,1/22/2018 20:00,467,0012 Dunsmuir & Richards,0102 Stanley Park - Second Beach North,Archived Monthly Plus,4657,1110,3922,4151,7,10,0,0
1/22/2018 19:00,1/22/2018 20:00,1352,0078 Nelson & Mainland,0206 8th & Scotia,365 Standard,2997,783,3808,4029,8,10,0,0
1/22/2018 19:00,1/22/2018 19:00,522,0019 Robson & Hornby,0125 Hamilton & Robson,365 Day Founding Standard,763,254,4074,4195,9,10,0,0
1/22/2018 19:00,1/22/2018 19:00,1467,0036 Bute & Robson,0187 Bute & Davie,365 Day Founding Standard,610,244,3877,3951,8,9,0,0
1/22/2018 19:00,1/22/2018 19:00,167,0064 Expo & Smithe,0053 Keefer & Abbott,365 Day Founding Standard,773,241,3942,4045,9,10,0,0
1/22/2018 19:00,1/22/2018 19:00,590,0069 7th & Granville,0007 12th & Yukon,365 Day Founding Standard,2383,635,3723,3839,7,8,0,0
1/22/2018 19:00,1/22/2018 19:00,195,0014 Canada Place,0017 Marinaside & Davie,365 Day Founding Plus,2182,508,3856,4034,8,10,0,0
1/22/2018 19:00,1/22/2018 20:00,761,0024 Hornby & Pender,0206 8th & Scotia,365 Plus,3716,1012,3718,3887,10,11,0,0
1/22/2018 19:00,1/22/2018 19:00,917,0026 Beatty & Robson,0173 Columbia & 2nd,365 Day Founding Standard,1948,606,3985,4150,8,10,0,0
1/22/2018 19:00,1/22/2018 19:00,1087,0208 Arbutus Greenway & Broadway,0076 Cypress & 4th,365 Corporate Standard,428,181,3843,3964,7,9,0,0
1/22/2018 19:00,1/22/2018 19:00,211,0089 Burrard & Drake,0065 Cypress & Cornwall,365 Corporate Standard,1513,448,3610,3782,8,10,0,0
1/22/2018 19:00,1/22/2018 20:00,584,0064 Expo & Smithe,0201 Shaw Tower,Archived Monthly Standard,3222,1018,3956,4135,9,11,0,0
1/22/2018 19:00,1/22/2018 19:00,702,0053 Keefer & Abbott,0004 Yaletown-Roundhouse Station,365 Day Founding Standard,1431,406,3789,3911,8,10,0,0
