Departure,Return,Bike,Departure station,Return station,Formula,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of bike stopovers
2021-03-01 0:00,2021-03-01 0:00,1264,0080 Laurel & Broadway,0112 10th & Oak,30 Day Pass,224,130,3552,3734,8,6,0,0
2021-03-01 0:00,2021-03-01 0:00,2085,0033 Robson & Denman,0083 Aquatic Centre,365 Standard,1962,502,3821,4022,8,6,0,0
2021-03-01 0:00,2021-03-01 0:00,1264,0112 10th & Oak,0080 Laurel & Broadway,30 Day Pass,247,134,3637,3735,8,7,0,0
2021-03-01 0:00,2021-03-01 0:00,1783,0019 Robson & Hornby,0129 Richards & Robson,30 Day Pass,559,186,3926,3993,10,10,0,0
2021-03-01 0:00,2021-03-01 0:00,1264,0080 Laurel & Broadway,0112 10th & Oak,30 Day Pass,224,144,3561,3735,8,6,0,0
2021-03-01 0:00,2021-03-01 0:00,429,0064 Expo & Smithe,0053 Keefer & Abbott,365 Plus,739,246,3602,3710,9,10,0,0
2021-03-01 0:00,2021-03-01 0:00,756,0055 Keefer & Columbia,0058 Homer & Smithe,365 Plus,1621,400,3735,3860,8,10,0,0
2021-03-01 0:00,2021-03-01 0:00,1264,0112 10th & Oak,0080 Laurel & Broadway,30 Day Pass,247,131,3645,3739,8,7,0,0
2021-03-01 0:00,2021-03-01 0:00,713,0026 Beatty & Robson,0058 Homer & Smithe,365 Corporate Plus Renewal,545,166,3792,3869,8,9,0,0
2021-03-01 0:00,2021-03-01 0:00,1609,0028 Davie & Beach,0008 8th & Ash,365 Plus,4572,1297,3805,3972,9,9,0,0
2021-03-01 0:00,2021-03-01 0:00,600,0096 Nicola & Robson,0096 Nicola & Robson,365 Day Founding Plus,2013,738,4127,4272,9,10,0,0
2021-02-28 23:00,2021-02-28 23:00,1264,0080 Laurel & Broadway,0112 10th & Oak,30 Day Pass,226,159,3558,3744,8,6,0,0
2021-02-28 23:00,2021-03-01 0:00,1666,0123 Georgia & Thurlow,0089 Burrard & Drake,365 Corporate Plus Renewal,1249,360,3681,3735,9,9,0,0
2021-02-28 23:00,2021-02-28 23:00,1133,0002 Burrard Station (Melville & Dunsmuir),0096 Nicola & Robson,365 Standard,1137,309,3561,3716,9,11,0,0
2021-02-28 23:00,2021-02-28 23:00,1264,0112 10th & Oak,0080 Laurel & Broadway,30 Day Pass,249,132,3631,3735,8,7,0,0
2021-02-28 23:00,2021-02-28 23:00,2085,0014 Canada Place,0033 Robson & Denman,365 Day Founding Standard,2042,547,3761,3934,7,8,0,0
2021-02-28 23:00,2021-02-28 23:00,1264,0080 Laurel & Broadway,0112 10th & Oak,30 Day Pass,224,147,3653,3734,8,6,0,0
2021-02-28 23:00,2021-03-01 0:00,1783,0063 Robson & Granville,0019 Robson & Hornby,30 Day Pass,2383,1732,3889,3980,10,11,0,0
2021-02-28 23:00,2021-02-28 23:00,75,0045 Beach & Hornby,0161 Alexander & Dunlevy,365 Standard,4418,974,3919,4085,9,11,0,0
2021-02-28 23:00,2021-02-28 23:00,1264,0112 10th & Oak,0080 Laurel & Broadway,30 Day Pass,242,136,3644,3747,8,6,0,0
2021-02-28 23:00,2021-02-28 23:00,1264,0080 Laurel & Broadway,0112 10th & Oak,30 Day Pass,228,158,3558,3735,8,7,0,0
2021-02-28 23:00,2021-02-28 23:00,216,0234 Station & National,0285 Commercial & Pandora,365 Standard,3179,1003,3526,3735,7,10,0,0
2021-02-28 23:00,2021-02-28 23:00,1264,0112 10th & Oak,0080 Laurel & Broadway,30 Day Pass,245,138,3639,3742,8,7,0,0
2021-02-28 23:00,2021-02-28 23:00,600,0096 Nicola & Robson,0096 Nicola & Robson,365 Day Founding Plus,3685,1319,4080,4296,9,11,0,0
2021-02-28 23:00,2021-02-28 23:00,1783,0138 Richards & Helmcken,0063 Robson & Granville,30 Day Pass,1700,1296,3905,3958,10,10,0,0
2021-02-28 23:00,2021-02-28 23:00,1264,0080 Laurel & Broadway,0112 10th & Oak,30 Day Pass,228,166,3573,3745,8,6,0,0
2021-02-28 23:00,2021-02-28 23:00,1058,0012 Dunsmuir & Richards,0053 Keefer & Abbott,24 Hour,5601,2758,3708,3890,8,10,0,0
2021-02-28 23:00,2021-02-28 23:00,526,0012 Dunsmuir & Richards,0053 Keefer & Abbott,24 Hour,5742,2789,3774,4159,8,10,0,0
2021-02-28 23:00,2021-02-28 23:00,1058,0012 Dunsmuir & Richards,0012 Dunsmuir & Richards,24 Hour,0,16,3726,3763,8,7,0,0
2021-02-28 23:00,2021-02-28 23:00,568,0006 Olympic Village Station,0081 7th & Heather,365 Corporate Standard,1000,293,4016,4127,8,10,0,0
2021-02-28 23:00,2021-02-28 23:00,320,0134 14th & Main,0192 7th &  Alder,365 Corporate Plus Renewal,3026,879,3698,3869,7,8,0,0
2021-02-28 23:00,2021-02-28 23:00,1264,0112 10th & Oak,0080 Laurel & Broadway,30 Day Pass,247,140,3642,3752,8,7,0,0
2021-02-28 23:00,2021-02-28 23:00,306,0012 Dunsmuir & Richards,0089 Burrard & Drake,365 Corporate Plus Renewal,1768,609,3689,3781,8,10,0,0
2021-02-28 23:00,2021-02-28 23:00,1232,0012 Dunsmuir & Richards,0089 Burrard & Drake,365 Day Founding Plus,1776,622,3623,3808,8,10,0,0
2021-02-28 22:00,2021-02-28 23:00,1783,0019 Robson & Hornby,0138 Richards & Helmcken,30 Day Pass,1057,417,3868,3969,11,10,0,0
2021-02-28 22:00,2021-02-28 22:00,1264,0080 Laurel & Broadway,0112 10th & Oak,30 Day Pass,228,147,3589,3755,8,6,0,0
2021-02-28 22:00,2021-02-28 22:00,1264,0112 10th & Oak,0080 Laurel & Broadway,30 Day Pass,245,160,3690,3755,8,7,0,0
2021-02-28 22:00,2021-02-28 22:00,1133,0187 Bute & Davie,0002 Burrard Station (Melville & Dunsmuir),Community Pass,1284,385,3552,3708,8,10,0,0
2021-02-28 22:00,2021-02-28 22:00,98,0076 Cypress & 4th,0187 Bute & Davie,365 Standard,2558,762,3758,3850,9,11,0,0
2021-02-28 22:00,2021-02-28 22:00,1783,0036 Bute & Robson,0019 Robson & Hornby,30 Day Pass,2017,1114,3860,3948,9,10,0,0
2021-02-28 22:00,2021-02-28 22:00,931,0174 1st & Manitoba,0218 Carrall & Seawall,365 Corporate Plus Renewal,1210,419,3885,4034,8,8,0,0
2021-02-28 22:00,2021-02-28 22:00,2111,0140 Burrard & 7th,0071 14th & Granville,Community Pass,1180,426,3835,3982,8,8,0,0
2021-02-28 22:00,2021-02-28 22:00,1783,0019 Robson & Hornby,0036 Bute & Robson,30 Day Pass,549,198,3895,3918,8,9,0,0
2021-02-28 22:00,2021-02-28 22:00,1808,0036 Bute & Robson,0212 Union & Dunlevy,30 Day Pass,2926,842,3740,3877,8,9,0,0
2021-02-28 22:00,2021-02-28 22:00,765,0036 Bute & Robson,0187 Bute & Davie,365 Corporate Plus Renewal,628,231,3989,4101,8,9,0,0
2021-02-28 21:00,2021-02-28 22:00,1810,0092 Chilco & Barclay,0092 Chilco & Barclay,365 Plus,992,959,3671,3752,8,9,543,2
2021-02-28 21:00,2021-02-28 22:00,1099,0199 Georgia & Main,0028 Davie & Beach,30 Day Pass,5125,1140,3805,4088,9,12,0,0
2021-02-28 21:00,2021-02-28 22:00,898,0033 Robson & Denman,0139 Burrard & 4th,Community Pass,3879,1092,3947,4174,8,10,0,0
2021-02-28 21:00,2021-02-28 22:00,1696,0213 Pender & Gore,0143 South False Creek Seawall,Community Pass,3704,1390,3571,3790,8,8,0,0
2021-02-28 21:00,2021-02-28 21:00,623,0258 13th & St George,0246 Glen & Broadway,365 Standard,1272,444,3740,3876,7,9,0,0
2021-02-28 21:00,2021-02-28 21:00,1783,0030 Abbott & Cordova,0019 Robson & Hornby,30 Day Pass,1686,447,3869,3987,9,10,0,0
2021-02-28 21:00,2021-02-28 21:00,519,0223 Commercial & Adanac,0088 Harwood & Bute,365 Standard,5701,1248,3826,4072,8,11,0,0
2021-02-28 21:00,2021-02-28 21:00,255,0126 Thurlow & Pendrell,0063 Robson & Granville,30 Day Pass,1686,659,3487,3708,11,11,0,0
2021-02-28 21:00,2021-02-28 21:00,600,0002 Burrard Station (Melville & Dunsmuir),0096 Nicola & Robson,365 Day Founding Plus,1133,551,4143,4263,10,9,0,0
2021-02-28 21:00,2021-02-28 21:00,255,0187 Bute & Davie,0126 Thurlow & Pendrell,30 Day Pass,316,631,3529,3676,12,9,0,0
2021-02-28 21:00,2021-02-28 21:00,216,0280 Triumph & Victoria,0234 Station & National,365 Standard,3628,1029,3545,3695,7,10,0,0
2021-02-28 21:00,2021-02-28 21:00,382,0024 Hornby & Pender,0079 Nelson & Richards,30 Day Pass,1308,388,3660,3755,8,10,0,0
2021-02-28 21:00,2021-02-28 21:00,255,0048 Comox & Broughton,0187 Bute & Davie,30 Day Pass,1390,504,3499,3695,9,11,0,0
2021-02-28 20:00,2021-02-28 21:00,1694,0190 Melville & Bute,0079 Nelson & Richards,30 Day Pass,1586,372,3860,3977,8,10,0,0
2021-02-28 20:00,2021-02-28 21:00,1222,0134 14th & Main,0108 1st & Chestnut,365 Standard,4988,905,3889,4132,8,12,0,0
2021-02-28 20:00,2021-02-28 20:00,1175,0064 Expo & Smithe,0058 Homer & Smithe,30 Day Pass,445,185,3779,3861,9,9,0,0
2021-02-28 20:00,2021-02-28 20:00,931,0081 7th & Heather,0174 1st & Manitoba,365 Standard,1276,291,3868,4008,7,8,0,0
2021-02-28 20:00,2021-02-28 20:00,62,0129 Richards & Robson,0005 Dunsmuir & Beatty,365 Plus,802,271,3921,4034,8,10,0,0
2021-02-28 20:00,2021-02-28 20:00,2068,0246 Glen & Broadway,0242 8th & Commercial,Community Pass,951,330,3719,3956,8,7,0,0
2021-02-28 20:00,2021-02-28 21:00,255,0036 Bute & Robson,0048 Comox & Broughton,30 Day Pass,786,1031,3505,3679,10,8,0,0
2021-02-28 20:00,2021-02-28 20:00,1069,0044 Pacific & Richards,0017 Marinaside & Davie,365 Standard,810,235,4016,4129,8,10,0,0
2021-02-28 20:00,2021-02-28 20:00,1487,0242 8th & Commercial,0250 Woodland & 4th,365 Standard,633,147,3785,3918,7,7,0,0
2021-02-28 20:00,2021-02-28 20:00,62,0005 Dunsmuir & Beatty,0129 Richards & Robson,365 Plus,788,263,3919,4019,8,9,0,0
2021-02-28 20:00,2021-02-28 20:00,1768,0065 Cypress & Cornwall,0153 Arbutus Greenway & Fir,365 Corporate Standard Renewal,1196,316,3792,3927,9,10,0,0
2021-02-28 20:00,2021-02-28 20:00,1069,0017 Marinaside & Davie,0044 Pacific & Richards,365 Standard,871,232,4011,4103,8,9,0,0
2021-02-28 20:00,2021-02-28 21:00,600,0031 Morton & Denman,0002 Burrard Station (Melville & Dunsmuir),365 Day Founding Plus,6752,3520,4155,4267,10,10,880,7
2021-02-28 20:00,2021-02-28 20:00,255,0036 Bute & Robson,0036 Bute & Robson,30 Day Pass,2313,1310,3473,3684,11,10,0,0
2021-02-28 20:00,2021-02-28 21:00,1644,0037 Hornby & Nelson,0037 Hornby & Nelson,30 Day Pass,118,3715,3499,3515,9,9,1944,4
2021-02-28 20:00,2021-02-28 20:00,255,0037 Hornby & Nelson,0036 Bute & Robson,30 Day Pass,1010,779,3492,3656,10,10,0,0
2021-02-28 20:00,2021-02-28 20:00,634,0187 Bute & Davie,0076 Cypress & 4th,365 Corporate Standard,2566,609,3885,4003,8,10,0,0
2021-02-28 19:00,2021-02-28 20:00,408,0242 8th & Commercial,0283 15th & Knight,365 Day Founding Plus,1170,273,3805,3950,7,8,0,0
2021-02-28 19:00,2021-02-28 20:00,1827,0177 Quebec & 1st,0015 Granville & Georgia,24 Hour,4116,2927,3495,3713,9,9,0,0
2021-02-28 19:00,2021-02-28 20:00,926,0177 Quebec & 1st,0015 Granville & Georgia,24 Hour,4135,2940,3872,4042,8,9,0,0
2021-02-28 19:00,2021-02-28 19:00,1016,0036 Bute & Robson,0015 Granville & Georgia,30 Day Pass,910,216,3881,4040,8,8,0,0
2021-02-28 19:00,2021-02-28 20:00,496,0057 Marinaside & Cooperage,0174 1st & Manitoba,365 Corporate Plus Renewal,2060,505,3734,3919,8,8,0,0
2021-02-28 19:00,2021-02-28 20:00,1884,0017 Marinaside & Davie,0199 Georgia & Main,30 Day Pass,1919,726,3980,4126,8,8,0,0
2021-02-28 19:00,2021-02-28 20:00,128,0089 Burrard & Drake,0032 Comox & Denman,30 Day Pass,2950,1322,3578,3729,9,9,0,0
2021-02-28 19:00,2021-02-28 19:00,421,0170 8th & Yukon,0008 8th & Ash,365 Day Founding Standard,467,278,3682,3853,7,8,0,0
2021-02-28 19:00,2021-02-28 19:00,1827,0177 Quebec & 1st,0177 Quebec & 1st,24 Hour,4,648,3632,3632,9,8,0,0
2021-02-28 19:00,2021-02-28 19:00,926,0177 Quebec & 1st,0177 Quebec & 1st,24 Hour,4,657,3900,3951,9,7,0,0
2021-02-28 19:00,2021-02-28 20:00,255,0037 Hornby & Nelson,0037 Hornby & Nelson,30 Day Pass,2199,1606,3510,3687,10,10,0,0
2021-02-28 19:00,2021-02-28 19:00,960,0033 Robson & Denman,0060 Bidwell & Burnaby,30 Day Pass,1018,375,3843,4048,9,10,0,0
2021-02-28 19:00,2021-02-28 19:00,1262,0057 Marinaside & Cooperage,0174 1st & Manitoba,365 Standard,1903,464,3969,4137,8,10,0,0
2021-02-28 19:00,2021-02-28 19:00,180,0053 Keefer & Abbott,0229 Keefer & Princess,30 Day Pass,1315,401,4032,4122,8,10,0,0
2021-02-28 19:00,2021-02-28 20:00,453,0166 Alder & 11th,0159 Vine & 4th,365 Plus,2668,1369,3524,3674,8,8,0,0
2021-02-28 19:00,2021-02-28 20:00,959,0166 Alder & 11th,0159 Vine & 4th,365 Plus,2666,1379,3650,3823,8,8,0,0
2021-02-28 19:00,2021-02-28 19:00,2102,0088 Harwood & Bute,0139 Burrard & 4th,365 Standard,2172,385,4074,4156,8,10,0,0
2021-02-28 19:00,2021-02-28 19:00,1093,0006 Olympic Village Station,0174 1st & Manitoba,365 Standard,967,211,3565,3639,8,10,0,0
2021-02-28 19:00,2021-02-28 19:00,41,0159 Vine & 4th,0070 10th & Granville,365 Standard,2448,608,4058,4124,8,11,0,0
2021-02-28 19:00,2021-02-28 19:00,1827,0009 Spyglass & Seawall,0177 Quebec & 1st,24 Hour,1372,891,3627,3716,9,9,0,0
2021-02-28 19:00,2021-02-28 19:00,1678,0053 Keefer & Abbott,0078 Nelson & Mainland,30 Day Pass,1313,525,3861,3969,8,9,0,0
2021-02-28 19:00,2021-02-28 19:00,926,0009 Spyglass & Seawall,0177 Quebec & 1st,24 Hour,1374,933,3905,3984,8,8,0,0
2021-02-28 19:00,2021-02-28 20:00,600,0063 Robson & Granville,0031 Morton & Denman,365 Day Founding Plus,6170,3505,4135,4264,10,10,1617,5
2021-02-28 19:00,2021-02-28 19:00,239,0199 Georgia & Main,0282 14th & Fraser,30 Day Pass,3538,1226,3823,4051,8,9,0,0
2021-02-28 19:00,2021-02-28 19:00,1016,0187 Bute & Davie,0036 Bute & Robson,365 Corporate Plus Renewal,639,244,3879,3993,8,9,0,0
2021-02-28 19:00,2021-02-28 19:00,255,0044 Pacific & Richards,0037 Hornby & Nelson,30 Day Pass,1913,992,3545,3695,10,10,0,0
2021-02-28 19:00,2021-02-28 19:00,931,0174 1st & Manitoba,0081 7th & Heather,365 Standard,1296,287,3869,3998,8,8,0,0
2021-02-28 19:00,2021-02-28 19:00,554,0081 7th & Heather,0170 8th & Yukon,365 Day Founding Standard,618,209,3661,3776,7,7,0,0
2021-02-28 19:00,2021-02-28 19:00,898,0207 Alberni & Jervis,0033 Robson & Denman,365 Plus,884,330,3887,4032,8,9,0,0
2021-02-28 19:00,2021-02-28 19:00,960,0060 Bidwell & Burnaby,0033 Robson & Denman,30 Day Pass,1023,301,3906,4035,8,10,0,0
2021-02-28 19:00,2021-02-28 19:00,1955,0080 Laurel & Broadway,0166 Alder & 11th,365 Plus,2201,1137,3871,4011,8,9,429,1
2021-02-28 19:00,2021-02-28 19:00,330,0254 Grandview Bike Lane & Commercial,0237 Glen & 6th,365 Plus,969,258,3647,3755,7,10,0,0
2021-02-28 19:00,2021-02-28 19:00,1264,0080 Laurel & Broadway,0112 10th & Oak,30 Day Pass,234,163,3573,3752,8,6,0,0
2021-02-28 19:00,2021-02-28 19:00,1638,0066 Anderson & 2nd,0047 Chilco & Beach,30 Day Pass,3834,922,3750,3911,8,12,0,0
2021-02-28 19:00,2021-02-28 19:00,180,0229 Keefer & Princess,0053 Keefer & Abbott,30 Day Pass,1310,345,4016,4095,8,9,0,0
2021-02-28 19:00,2021-02-28 19:00,2008,0037 Hornby & Nelson,0030 Abbott & Cordova,365 Corporate Plus,1837,434,3547,3598,8,10,0,0
2021-02-28 19:00,2021-02-28 19:00,255,0126 Thurlow & Pendrell,0044 Pacific & Richards,30 Day Pass,1319,877,3537,3652,11,9,0,0
2021-02-28 19:00,2021-02-28 19:00,1264,0112 10th & Oak,0080 Laurel & Broadway,30 Day Pass,242,142,3668,3748,8,6,0,0
2021-02-28 19:00,2021-02-28 19:00,926,0153 Arbutus Greenway & Fir,0009 Spyglass & Seawall,24 Hour,2785,1375,3802,3976,8,8,0,0
2021-02-28 19:00,2021-02-28 19:00,1827,0153 Arbutus Greenway & Fir,0009 Spyglass & Seawall,24 Hour,2773,1419,3578,3723,8,7,0,0
2021-02-28 19:00,2021-02-28 19:00,140,0153 Arbutus Greenway & Fir,0153 Arbutus Greenway & Fir,24 Hour,0,32,3715,3787,8,7,0,0
2021-02-28 19:00,2021-02-28 19:00,2104,0176 10th & Ontario,0092 Chilco & Barclay,365 Plus,7063,1717,3637,3839,8,10,0,0
2021-02-28 19:00,2021-02-28 19:00,195,0045 Beach & Hornby,0017 Marinaside & Davie,365 Plus,5174,1676,3681,3855,8,9,0,0
2021-02-28 18:00,2021-02-28 19:00,222,0176 10th & Ontario,0176 10th & Ontario,365 Plus,26,112,3890,3937,8,7,0,0
2021-02-28 18:00,2021-02-28 19:00,1264,0080 Laurel & Broadway,0112 10th & Oak,30 Day Pass,228,147,3661,3760,8,6,0,0
2021-02-28 18:00,2021-02-28 19:00,1193,0261 8th & Fraser,0261 8th & Fraser,365 Corporate Plus,6591.67,791,3847,3968,8,10,111,1
2021-02-28 18:00,2021-02-28 19:00,1678,0080 Laurel & Broadway,0053 Keefer & Abbott,365 Plus,2915,1448,3756,3977,8,9,434,1
2021-02-28 18:00,2021-02-28 19:00,740,0028 Davie & Beach,0045 Beach & Hornby,365 Plus,1678,635,3723,3871,8,10,0,0
2021-02-28 18:00,2021-02-28 19:00,2008,0014 Canada Place,0037 Hornby & Nelson,365 Corporate Plus,1476,676,3571,3523,7,8,0,0
2021-02-28 18:00,2021-02-28 18:00,1264,0112 10th & Oak,0080 Laurel & Broadway,30 Day Pass,245,140,3653,3761,7,6,0,0
2021-02-28 18:00,2021-02-28 19:00,255,0063 Robson & Granville,0126 Thurlow & Pendrell,30 Day Pass,1688,1459,3511,3663,9,11,0,0
2021-02-28 18:00,2021-02-28 18:00,1264,0080 Laurel & Broadway,0112 10th & Oak,30 Day Pass,228,148,3671,3758,7,5,0,0
2021-02-28 18:00,2021-02-28 19:00,2102,0035 Coal Harbour Community Centre,0088 Harwood & Bute,30 Day Pass,6019,1492,4074,4167,11,9,0,0
2021-02-28 18:00,2021-02-28 19:00,371,0012 Dunsmuir & Richards,0245 Woodland & 10th,Community Pass,4931,1631,3702,3918,8,9,0,0
2021-02-28 18:00,2021-02-28 18:00,1257,0032 Comox & Denman,0083 Aquatic Centre,30 Day Pass,1515,316,3881,4040,8,10,0,0
2021-02-28 18:00,2021-02-28 19:00,152,0148 Creekside Park North,0017 Marinaside & Davie,30 Day Pass,5301,1880,3726,3927,8,8,0,0
2021-02-28 18:00,2021-02-28 19:00,600,0096 Nicola & Robson,0063 Robson & Granville,365 Day Founding Plus,6346,2972,4084,4254,8,10,865,5
2021-02-28 18:00,2021-02-28 18:00,1264,0112 10th & Oak,0080 Laurel & Broadway,30 Day Pass,247,146,3660,3760,8,6,0,0
2021-02-28 18:00,2021-02-28 18:00,959,0070 10th & Granville,0166 Alder & 11th,30 Day Pass,639,187,3644,3777,8,8,0,0
2021-02-28 18:00,2021-02-28 19:00,343,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,9899,3644,3882,4213,8,10,0,0
2021-02-28 18:00,2021-02-28 18:00,343,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,0,16,3947,3989,8,8,0,0
2021-02-28 18:00,2021-02-28 19:00,1357,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,9875,3797,3569,3789,7,10,0,0
2021-02-28 18:00,2021-02-28 18:00,1293,0193 Science World,0054 Expo & Carrall,365 Standard,818,308,3777,3913,8,7,0,0
2021-02-28 18:00,2021-02-28 19:00,2056,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,9858,3857,3940,4251,8,11,0,0
2021-02-28 18:00,2021-02-28 18:00,1264,0080 Laurel & Broadway,0112 10th & Oak,30 Day Pass,228,147,3679,3763,8,6,0,0
2021-02-28 18:00,2021-02-28 18:00,2056,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,0,16,3980,4027,8,7,0,0
2021-02-28 18:00,2021-02-28 19:00,1208,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,9779,3922,3898,4204,8,10,0,0
2021-02-28 18:00,2021-02-28 18:00,603,0240 2nd & Commercial,0177 Quebec & 1st,30 Day Pass,3030,1326,3866,4011,8,8,0,0
2021-02-28 18:00,2021-02-28 18:00,1356,0099 Vancouver Art Gallery - North Plaza,0096 Nicola & Robson,365 Day Founding Plus,1188,325,3687,3819,8,8,0,0
2021-02-28 18:00,2021-02-28 18:00,149,0240 2nd & Commercial,0177 Quebec & 1st,30 Day Pass,3063,1341,3655,3911,8,9,0,0
2021-02-28 18:00,2021-02-28 18:00,1264,0112 10th & Oak,0080 Laurel & Broadway,30 Day Pass,247,149,3676,3774,8,6,0,0
2021-02-28 18:00,2021-02-28 18:00,1228,0218 Carrall & Seawall,0148 Creekside Park North,365 Day Founding Plus,353,147,3700,3755,8,9,0,0
2021-02-28 18:00,2021-02-28 18:00,427,0026 Beatty & Robson,0045 Beach & Hornby,365 Day Founding Plus,2922,1136,3613,3686,8,9,0,0
2021-02-28 18:00,2021-02-28 18:00,41,0070 10th & Granville,0159 Vine & 4th,365 Standard,2035,513,4011,4056,8,9,0,0
2021-02-28 18:00,2021-02-28 18:00,2102,0066 Anderson & 2nd,0035 Coal Harbour Community Centre,30 Day Pass,7189,1625,3860,4129,8,10,0,0
2021-02-28 18:00,2021-02-28 18:00,255,0005 Dunsmuir & Beatty,0063 Robson & Granville,30 Day Pass,1027,338,3526,3648,9,9,0,0
2021-02-28 18:00,2021-02-28 18:00,2078,0074 10th & Main,0228 Keefer & Hawks,365 Day Founding Standard,2938,694,3660,3897,7,8,0,0
2021-02-28 18:00,2021-02-28 18:00,1423,0170 8th & Yukon,0008 8th & Ash,365 Day Founding Standard,383,184,3843,3919,8,9,0,0
2021-02-28 18:00,2021-02-28 18:00,456,0064 Expo & Smithe,0053 Keefer & Abbott,30 Day Pass,775,312,3863,3982,9,9,0,0
2021-02-28 18:00,2021-02-28 18:00,1264,0080 Laurel & Broadway,0112 10th & Oak,30 Day Pass,228,167,3702,3769,8,6,0,0
2021-02-28 18:00,2021-02-28 18:00,826,0101 Stanley Park - Vancouver Aquarium,0101 Stanley Park - Vancouver Aquarium,365 Standard,4090,1802,3650,3776,8,8,0,0
2021-02-28 18:00,2021-02-28 18:00,1264,0112 10th & Oak,0080 Laurel & Broadway,30 Day Pass,247,144,3679,3782,8,6,0,0
2021-02-28 17:00,2021-02-28 18:00,1752,0006 Olympic Village Station,0173 1st & Columbia,365 Day Founding Standard,743,228,3871,3961,8,9,0,0
2021-02-28 17:00,2021-02-28 18:00,469,0114 Cypress & 14th,0114 Cypress & 14th,365 Plus,1088,325,3705,3848,8,9,0,0
2021-02-28 17:00,2021-02-28 18:00,137,0153 Arbutus Greenway & Fir,0155 Arbutus & McNicoll,365 Corporate Standard Renewal,2086,451,3839,3937,10,12,0,0
2021-02-28 17:00,2021-02-28 18:00,1821,0058 Homer & Smithe,0150 Alexander & Main,365 Standard,1925,554,3964,4126,9,11,0,0
2021-02-28 17:00,2021-02-28 18:00,658,0197 1st & Scotia,0083 Aquatic Centre,365 Corporate Standard,4810,973,3503,3756,8,7,0,0
2021-02-28 17:00,2021-02-28 17:00,1264,0080 Laurel & Broadway,0112 10th & Oak,30 Day Pass,226,161,3681,3787,8,6,0,0
2021-02-28 17:00,2021-02-28 18:00,1916,0280 Triumph & Victoria,0280 Triumph & Victoria,365 Standard,3604,1010,3803,4019,8,9,0,0
2021-02-28 17:00,2021-02-28 17:00,1783,0026 Beatty & Robson,0030 Abbott & Cordova,365 Corporate Plus Renewal,957,278,3869,3971,9,10,0,0
2021-02-28 17:00,2021-02-28 17:00,1953,0280 Triumph & Victoria,0227 Campbell & Hastings,365 Standard,1752,418,3877,4037,8,10,0,0
2021-02-28 17:00,2021-02-28 17:00,1778,0088 Harwood & Bute,0063 Robson & Granville,365 Day Founding Plus,1639,647,3590,3711,8,8,0,0
2021-02-28 17:00,2021-02-28 18:00,502,0070 10th & Granville,0041 Cardero & Robson,365 Standard,4398,1062,3860,4084,8,11,0,0
2021-02-28 17:00,2021-02-28 17:00,349,0143 South False Creek Seawall,0054 Expo & Carrall,365 Corporate Plus Renewal,3248,702,3932,4051,8,10,0,0
2021-02-28 17:00,2021-02-28 17:00,1264,0112 10th & Oak,0080 Laurel & Broadway,30 Day Pass,245,140,3706,3811,8,6,0,0
2021-02-28 17:00,2021-02-28 17:00,227,0257 Prince Edward & 14th,0001 10th & Cambie,365 Standard,1772,506,3918,4061,8,10,0,0
2021-02-28 17:00,2021-02-28 17:00,137,0066 Anderson & 2nd,0153 Arbutus Greenway & Fir,30 Day Pass,943,656,3855,3893,10,10,0,0
2021-02-28 17:00,2021-02-28 17:00,1999,0083 Aquatic Centre,0030 Abbott & Cordova,365 Plus,3508,1001,3573,3750,8,10,0,0
2021-02-28 17:00,2021-02-28 17:00,1181,0172 10th & Columbia,0001 10th & Cambie,365 Standard,402,125,3948,4034,8,9,0,0
2021-02-28 17:00,2021-02-28 17:00,1264,0080 Laurel & Broadway,0112 10th & Oak,30 Day Pass,226,148,3724,3816,8,6,0,0
2021-02-28 17:00,2021-02-28 17:00,1099,0099 Vancouver Art Gallery - North Plaza,0199 Georgia & Main,365 Corporate Plus Renewal,2182,504,3790,3969,9,11,0,0
2021-02-28 17:00,2021-02-28 17:00,1075,0006 Olympic Village Station,0034 Cordova & Bute,30 Day Pass,0,1394,3647,3731,10,8,0,0
2021-02-28 17:00,2021-02-28 17:00,1877,0047 Chilco & Beach,0092 Chilco & Barclay,365 Day Founding Plus,357,101,3976,4103,7,7,0,0
2021-02-28 17:00,2021-02-28 17:00,1778,0083 Aquatic Centre,0088 Harwood & Bute,365 Day Founding Plus,336,346,3586,3652,8,7,0,0
2021-02-28 17:00,2021-02-28 17:00,1264,0112 10th & Oak,0080 Laurel & Broadway,30 Day Pass,245,148,3708,3819,8,7,0,0
2021-02-28 17:00,2021-02-28 17:00,1516,0206 8th & Scotia,0008 8th & Ash,365 Corporate Plus Renewal,1451,429,3637,3753,8,10,0,0
