Departure,Return,Bike,Departure station,Return station,Formula,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of bike stopovers
2021-02-08 9:00,2021-02-08 9:00,1607,0017 Marinaside & Davie,0230 Alexander & Railway,365 Standard,3048,773,3872,4098,9,9,0,0
2021-02-08 9:00,2021-02-08 9:00,470,0108 1st & Chestnut,0073 Ontario & 5th,30 Day Pass,4257,1048,3713,3971,4,7,0,0
2021-02-08 9:00,2021-02-08 9:00,1414,0186 10th & Kingsway,0070 10th & Granville,365 Corporate Plus Renewal,3112,824,3861,4051,2,5,0,0
2021-02-08 9:00,2021-02-08 9:00,1277,0193 Science World,0073 Ontario & 5th,365 Corporate Standard Renewal,918,380,3827,4008,3,5,0,0
2021-02-08 9:00,2021-02-08 9:00,934,0089 Burrard & Drake,0025 Homer & Robson (Vancouver Public Library),30 Day Pass,24,599,3524,3724,5,5,0,0
2021-02-08 9:00,2021-02-08 9:00,1474,0050 Bute & Comox,0035 Coal Harbour Community Centre,365 Standard,1135,407,3856,4001,6,7,0,0
2021-02-08 9:00,2021-02-08 9:00,1220,0180 Columbia & 14th,0173 1st & Columbia,365 Day Founding Standard,2746,686,3534,3808,0,4,0,0
2021-02-08 9:00,2021-02-08 9:00,2168,0014 Canada Place,0138 Richards & Helmcken,Community Pass,2601,1059,3557,3711,4,6,0,0
2021-02-08 9:00,2021-02-08 9:00,1981,0136 David Lam Park - West,0045 Beach & Hornby,365 Standard,1163,475,3905,3908,5,6,0,0
2021-02-08 9:00,2021-02-08 9:00,588,0005 Dunsmuir & Beatty,0228 Keefer & Hawks,365 Plus,1972,498,3713,3922,4,7,0,0
2021-02-08 9:00,2021-02-08 9:00,319,0193 Science World,0045 Beach & Hornby,24 Hour,3328,794,4034,4204,7,8,0,0
2021-02-08 9:00,2021-02-08 9:00,792,0073 Ontario & 5th,0037 Hornby & Nelson,365 Corporate Plus Renewal,3579,847,3595,3755,3,6,0,0
2021-02-08 9:00,2021-02-08 9:00,1457,0180 Columbia & 14th,0007 12th & Yukon (City Hall),365 Plus,500,185,4008,4080,0,1,0,0
2021-02-08 9:00,2021-02-08 9:00,138,0005 Dunsmuir & Beatty,0199 Georgia & Main,365 Standard,965,248,3890,3997,4,6,0,0
2021-02-08 9:00,2021-02-08 9:00,713,0036 Bute & Robson,0125 Hamilton & Robson,365 Corporate Plus Renewal,1417,420,3790,3974,4,6,0,0
2021-02-08 9:00,2021-02-08 9:00,1741,0017 Marinaside & Davie,0073 Ontario & 5th,365 Corporate Standard Renewal,2440,694,3860,4021,7,7,0,0
2021-02-08 9:00,2021-02-08 9:00,1945,0266 St Catherines & 7th,0055 Keefer & Columbia,365 Corporate Plus,2987,681,3832,4013,3,5,0,0
2021-02-08 9:00,2021-02-08 9:00,1137,0187 Bute & Davie,0036 Bute & Robson,365 Standard,616,207,3763,3914,3,5,0,0
2021-02-08 9:00,2021-02-08 9:00,741,0001 10th & Cambie,0021 Cordova & Granville,365 Standard,3502,742,4080,4182,3,6,0,0
2021-02-08 9:00,2021-02-08 9:00,1338,0119 3rd & Quebec,0034 Cordova & Bute,365 Plus,3569,816,3495,3642,2,5,0,0
2021-02-08 9:00,2021-02-08 9:00,1177,0133 Ontario & 16th,0001 10th & Cambie,365 Standard,1317,322,3879,4018,2,3,0,0
2021-02-08 9:00,2021-02-08 9:00,819,0040 Cardero & Davie,0083 Aquatic Centre,365 Plus,1121,297,3676,3805,3,5,0,0
2021-02-08 9:00,2021-02-08 9:00,1930,0217 Smithe & Burrard,0170 8th & Yukon,30 Day Pass,2893,773,3574,3779,4,4,0,0
2021-02-08 9:00,2021-02-08 9:00,319,0143 South False Creek Seawall,0193 Science World,24 Hour,2507,592,3984,4134,8,6,0,0
2021-02-08 9:00,2021-02-08 9:00,1486,0174 1st & Manitoba,0193 Science World,365 Standard,616,179,3784,3763,3,5,0,0
2021-02-08 9:00,2021-02-08 9:00,500,0244 10th & Commercial,0287 Carolina & Great Northern Way,365 Day Founding Plus,2021,456,3587,3829,3,2,0,0
2021-02-08 9:00,2021-02-08 9:00,655,0204 York & Yew,0099 Vancouver Art Gallery - North Plaza,365 Standard,3199,696,3466,3545,3,7,0,0
2021-02-08 9:00,2021-02-08 9:00,2010,0272 Pender & Victoria,0201 Shaw Tower,365 Standard,4639,1420,3466,3576,2,3,0,0
2021-02-08 9:00,2021-02-08 9:00,1169,0143 South False Creek Seawall,0009 Spyglass & Seawall,365 Corporate Plus,1331,322,3716,3852,1,4,0,0
2021-02-08 9:00,2021-02-08 9:00,1661,0019 Robson & Hornby,0024 Hornby & Pender,365 Day Founding Standard,0,187,3557,3581,4,3,0,0
2021-02-08 9:00,2021-02-08 9:00,1132,0068 Cypress & Broadway,0001 10th & Cambie,365 Corporate Plus Renewal,2664,786,3595,3808,2,5,0,0
2021-02-08 9:00,2021-02-08 9:00,1831,0087 Broughton & Burnaby,0019 Robson & Hornby,365 Standard,1566,544,3557,3695,3,4,0,0
2021-02-08 9:00,2021-02-08 9:00,855,0228 Keefer & Hawks,0055 Keefer & Columbia,30 Day Pass,1858,515,3816,4008,1,4,0,0
2021-02-08 9:00,2021-02-08 9:00,1187,0053 Keefer & Abbott,0150 Alexander & Main,365 Corporate Plus,1074,415,3608,3787,4,4,0,0
2021-02-08 8:00,2021-02-08 9:00,841,0215 Princess & Union,0173 1st & Columbia,365 Standard,2166,533,3569,3785,2,4,0,0
2021-02-08 8:00,2021-02-08 9:00,2065,0032 Comox & Denman,0050 Bute & Comox,365 Standard,869,285,3800,3971,4,3,0,0
2021-02-08 8:00,2021-02-08 9:00,1149,0099 Vancouver Art Gallery - North Plaza,0221 Glen & Union,365 Standard,3346,1102,3557,3855,1,2,0,0
2021-02-08 8:00,2021-02-08 9:00,1307,0173 1st & Columbia,0055 Keefer & Columbia,30 Day Pass,1590,376,3753,3850,4,7,0,0
2021-02-08 8:00,2021-02-08 9:00,1844,0050 Bute & Comox,0034 Cordova & Bute,365 Standard,992,309,3500,3499,3,4,0,0
2021-02-08 8:00,2021-02-08 9:00,1320,0166 Alder & 11th,0006 Olympic Village Station,365 Plus,1666,466,3892,4045,2,3,0,0
2021-02-08 8:00,2021-02-08 9:00,736,0030 Abbott & Cordova,0232 Britannia Parking Lot,Community Pass,3467,1255,3761,3869,4,4,0,0
2021-02-08 8:00,2021-02-08 9:00,292,0242 8th & Commercial,0223 Commercial & Adanac,365 Corporate Plus Renewal,1760,551,3926,4029,2,4,0,0
2021-02-08 8:00,2021-02-08 9:00,1702,0246 Glen & Broadway,0037 Hornby & Nelson,365 Plus,5815,1432,3565,3677,0,2,0,0
2021-02-08 8:00,2021-02-08 9:00,1849,0204 York & Yew,0002 Burrard Station (Melville & Dunsmuir),365 Plus,3355,703,3895,4085,3,5,0,0
2021-02-08 8:00,2021-02-08 9:00,1838,0187 Bute & Davie,0119 3rd & Quebec,30 Day Pass,3812,983,3121,3542,3,4,0,0
2021-02-08 8:00,2021-02-08 9:00,430,0148 Creekside Park North,0017 Marinaside & Davie,365 Corporate Standard Renewal,1343,409,3503,3669,2,4,0,0
2021-02-08 8:00,2021-02-08 9:00,319,0045 Beach & Hornby,0143 South False Creek Seawall,24 Hour,4106,1187,3895,4067,4,7,0,0
2021-02-08 8:00,2021-02-08 8:00,250,0193 Science World,0012 Dunsmuir & Richards,365 Standard,1972,600,3761,3889,2,4,0,0
2021-02-08 8:00,2021-02-08 9:00,446,0230 Alexander & Railway,0119 3rd & Quebec,Community Pass,225,27,3607,3958,2,5,0,0
2021-02-08 8:00,2021-02-08 8:00,762,0065 Cypress & Cornwall,0153 Arbutus Greenway & Fir,30 Day Pass,1261,409,3629,3740,3,5,0,0
2021-02-08 8:00,2021-02-08 9:00,1201,0297 6th & Prince Edward,0108 1st & Chestnut,365 Corporate Plus Renewal,5292,1266,3550,3787,0,3,0,0
2021-02-08 8:00,2021-02-08 9:00,1955,0025 Homer & Robson (Vancouver Public Library),0222 Adanac & McLean,365 Standard,3800,1272,3853,4093,3,5,0,0
2021-02-08 8:00,2021-02-08 8:00,904,0050 Bute & Comox,0006 Olympic Village Station,365 Plus,2732,934,3848,3992,2,6,0,0
2021-02-08 8:00,2021-02-08 8:00,741,0030 Abbott & Cordova,0001 10th & Cambie,365 Day Founding Plus,3038,915,3985,4124,3,4,0,0
2021-02-08 8:00,2021-02-08 9:00,713,0228 Keefer & Hawks,0036 Bute & Robson,Community Pass,3867,2003,3636,3908,1,3,0,0
2021-02-08 8:00,2021-02-08 8:00,713,0228 Keefer & Hawks,0228 Keefer & Hawks,Community Pass,0,17,3726,3837,1,0,0,0
2021-02-08 8:00,2021-02-08 8:00,989,0009 Spyglass & Seawall,0193 Science World,30 Day Pass,1178,282,3732,3835,4,6,0,0
2021-02-08 8:00,2021-02-08 8:00,67,0211 14th & Alder,0080 Laurel & Broadway,365 Day Founding Standard,1027,282,3776,3939,1,3,0,0
2021-02-08 8:00,2021-02-08 8:00,1525,0227 Campbell & Hastings,0257 Prince Edward & 14th,365 Standard,4086,1383,3621,3856,1,4,0,0
2021-02-08 8:00,2021-02-08 8:00,1315,0037 Hornby & Nelson,0011 Ontario & Seawall,365 Corporate Plus Renewal,2787,560,3598,3856,4,6,0,0
2021-02-08 8:00,2021-02-08 8:00,444,0166 Alder & 11th,0202 14th & Oak,30 Day Pass,669,231,3715,3768,1,2,0,0
2021-02-08 8:00,2021-02-08 8:00,629,0041 Cardero & Robson,0089 Burrard & Drake,30 Day Pass,1841,641,3943,4101,4,5,0,0
2021-02-08 8:00,2021-02-08 8:00,1962,0148 Creekside Park North,0037 Hornby & Nelson,Community Pass,2021,863,3520,3690,2,3,0,0
2021-02-08 8:00,2021-02-08 8:00,1113,0132 14th & Ontario,0261 8th & Fraser,365 Corporate Plus,1876,571,3492,3661,0,3,0,0
2021-02-08 8:00,2021-02-08 9:00,361,0223 Commercial & Adanac,0053 Keefer & Abbott,365 Standard,3046,2767,3705,3885,1,3,0,0
2021-02-08 8:00,2021-02-08 8:00,1399,0219 Hawks & Union,0078 Nelson & Mainland,365 Standard,2670,638,3590,3739,1,4,0,0
2021-02-08 8:00,2021-02-08 8:00,1877,0005 Dunsmuir & Beatty,0004 Yaletown-Roundhouse Station,Archived Monthly Standard,1202,310,3810,3947,2,2,0,0
2021-02-08 8:00,2021-02-08 8:00,1411,0088 Harwood & Bute,0016 Pender & Burrard,30 Day Pass,1756,473,3573,3718,3,6,0,0
2021-02-08 8:00,2021-02-08 8:00,1023,0215 Princess & Union,0016 Pender & Burrard,365 Standard,2687,839,3587,3860,1,4,0,0
2021-02-08 8:00,2021-02-08 8:00,1490,0215 Princess & Union,0016 Pender & Burrard,365 Standard,2685,854,3552,3763,1,2,0,0
2021-02-08 8:00,2021-02-08 8:00,11,0222 Adanac & McLean,0052 Cambie & Water,365 Standard,3524,887,3984,4195,2,4,0,0
2021-02-08 8:00,2021-02-08 8:00,1716,0060 Bidwell & Burnaby,0170 8th & Yukon,365 Corporate Plus Renewal,4551,997,3513,3755,2,5,0,0
2021-02-08 8:00,2021-02-08 8:00,728,0071 14th & Granville,0053 Keefer & Abbott,Archived Monthly Plus,4500,909,3531,3742,1,4,0,0
2021-02-08 8:00,2021-02-08 8:00,1667,0027 Beatty & Nelson,0008 8th & Ash,365 Corporate Standard,1527,378,3779,3913,3,5,0,0
2021-02-08 8:00,2021-02-08 8:00,2031,0176 10th & Ontario,0058 Homer & Smithe,365 Standard,761,750,3534,3623,1,1,0,0
2021-02-08 8:00,2021-02-08 8:00,1964,0265 St Catherines & 10th,0132 14th & Ontario,365 Corporate Plus,1821,530,3597,3790,0,3,0,0
2021-02-08 8:00,2021-02-08 8:00,140,0037 Hornby & Nelson,0224 Pender & Commercial,365 Corporate Standard,6044,1416,3584,3840,3,5,0,0
2021-02-08 8:00,2021-02-08 8:00,655,0187 Bute & Davie,0204 York & Yew,365 Standard,2715,615,3428,3499,3,5,0,0
2021-02-08 8:00,2021-02-08 8:00,198,0173 1st & Columbia,0060 Bidwell & Burnaby,365 Corporate Standard Renewal,4988,1225,3768,3966,2,5,0,0
2021-02-08 8:00,2021-02-08 8:00,150,0030 Abbott & Cordova,0027 Beatty & Nelson,365 Corporate Standard,1362,325,3639,3795,3,5,0,0
2021-02-08 8:00,2021-02-08 8:00,692,0088 Harwood & Bute,0193 Science World,365 Day Founding Standard,3696,813,3507,3798,0,2,0,0
2021-02-08 7:00,2021-02-08 8:00,1236,0199 Georgia & Main,0017 Marinaside & Davie,365 Plus,1850,417,3735,3871,3,5,0,0
2021-02-08 7:00,2021-02-08 8:00,1214,0041 Cardero & Robson,0006 Olympic Village Station,365 Standard,3395,913,3918,4064,4,7,0,0
2021-02-08 7:00,2021-02-08 8:00,366,0036 Bute & Robson,0208 Arbutus Greenway & Broadway,365 Standard,4014,1231,3666,3845,3,5,0,0
2021-02-08 7:00,2021-02-08 8:00,58,0208 Arbutus Greenway & Broadway,0204 York & Yew,Community Pass,1165,341,4055,4204,2,2,0,0
2021-02-08 7:00,2021-02-08 8:00,1149,0089 Burrard & Drake,0099 Vancouver Art Gallery - North Plaza,Archived Monthly Standard,1119,352,3552,3797,3,2,0,0
2021-02-08 7:00,2021-02-08 8:00,269,0002 Burrard Station (Melville & Dunsmuir),0004 Yaletown-Roundhouse Station,365 Standard,1843,530,3929,4085,4,6,0,0
2021-02-08 7:00,2021-02-08 9:00,455,0058 Homer & Smithe,0230 Alexander & Railway,365 Plus,2748,668,0,4087,0,7,0,0
2021-02-08 7:00,2021-02-08 8:00,1979,0105 Stanley Park - Totem Poles,0035 Coal Harbour Community Centre,365 Corporate Plus,2679,2906,3890,4009,2,2,0,0
2021-02-08 7:00,2021-02-08 7:00,1118,0177 Quebec & 1st,0006 Olympic Village Station,30 Day Pass,1292,399,3563,3682,3,4,0,0
2021-02-08 7:00,2021-02-08 7:00,1662,0143 South False Creek Seawall,0193 Science World,365 Corporate Standard Renewal,2409,434,3827,4016,0,4,0,0
2021-02-08 7:00,2021-02-08 7:00,186,0045 Beach & Hornby,0060 Bidwell & Burnaby,365 Standard,1439,335,3940,4114,3,5,0,0
2021-02-08 7:00,2021-02-08 7:00,601,0215 Princess & Union,0234 Station & National,Community Pass,1094,267,3602,3868,1,4,0,0
2021-02-08 7:00,2021-02-08 7:00,1946,0065 Cypress & Cornwall,0140 Burrard & 7th,365 Standard,988,353,3989,4138,3,4,0,0
2021-02-08 7:00,2021-02-08 7:00,455,0065 Cypress & Cornwall,0058 Homer & Smithe,365 Plus,2828,687,3893,4021,2,5,0,0
2021-02-08 7:00,2021-02-08 7:00,130,0215 Princess & Union,0054 Expo & Carrall,Community Pass,1063,233,3919,4029,1,4,0,0
2021-02-08 7:00,2021-02-08 7:00,130,0215 Princess & Union,0215 Princess & Union,Community Pass,0,16,3951,3997,1,0,0,0
2021-02-08 7:00,2021-02-08 8:00,1258,0115 Cypress & 16th,0052 Cambie & Water,365 Plus,5482,1427,3676,3971,0,2,0,0
2021-02-08 7:00,2021-02-08 7:00,2167,0011 Ontario & Seawall,0066 Anderson & 2nd,365 Standard,3181,670,3768,4035,1,4,0,0
2021-02-08 7:00,2021-02-08 9:00,529,0108 1st & Chestnut,0069 7th & Granville,365 Day Founding Plus,1300,7036,3632,3739,3,3,0,0
2021-02-08 7:00,2021-02-08 7:00,1545,0033 Robson & Denman,0016 Pender & Burrard,365 Plus,1455,376,3474,3723,3,5,0,0
2021-02-08 7:00,2021-02-08 10:00,658,0255 18th & Main,0287 Carolina & Great Northern Way,30 Day Pass,2199,10340,3478,3669,3,4,0,0
2021-02-08 7:00,2021-02-08 7:00,1545,0060 Bidwell & Burnaby,0033 Robson & Denman,365 Plus,998,262,3576,3690,2,4,0,0
2021-02-08 7:00,2021-02-08 7:00,1946,0089 Burrard & Drake,0065 Cypress & Cornwall,365 Day Founding Plus,1515,386,3835,4113,2,5,0,0
2021-02-08 7:00,2021-02-08 7:00,513,0088 Harwood & Bute,0125 Hamilton & Robson,30 Day Pass,2109,494,3790,3921,3,6,0,0
2021-02-08 7:00,2021-02-08 7:00,1789,0092 Chilco & Barclay,0016 Pender & Burrard,365 Plus,2054,548,3482,3634,2,4,0,0
2021-02-08 7:00,2021-02-08 7:00,500,0231 Napier & Commercial,0244 10th & Commercial,365 Corporate Plus Renewal,1574,400,3557,3790,1,1,0,0
2021-02-08 7:00,2021-02-08 7:00,341,0174 1st & Manitoba,0191 7th & Laurel,30 Day Pass,2266,455,3627,3734,2,4,0,0
2021-02-08 7:00,2021-02-08 7:00,1319,0174 1st & Manitoba,0008 8th & Ash,365 Plus,1308,448,3684,3882,2,3,0,0
2021-02-08 7:00,2021-02-08 7:00,58,0036 Bute & Robson,0208 Arbutus Greenway & Broadway,365 Corporate Standard Renewal,3973,857,3937,4219,2,3,0,0
2021-02-08 7:00,2021-02-08 7:00,1946,0083 Aquatic Centre,0089 Burrard & Drake,365 Day Founding Plus,1094,521,3930,4032,1,2,0,0
2021-02-08 6:00,2021-02-08 7:00,1821,0174 1st & Manitoba,0024 Hornby & Pender,365 Standard,0,890,3304,3355,2,0,0,0
2021-02-08 6:00,2021-02-08 7:00,2119,0011 Ontario & Seawall,0191 7th & Laurel,365 Corporate Plus Renewal,2229,540,3534,3584,1,3,0,0
2021-02-08 6:00,2021-02-08 7:00,658,0147 Chestnut & McNicoll,0255 18th & Main,365 Plus,5701,1537,3418,3737,2,4,0,0
2021-02-08 6:00,2021-02-08 6:00,654,0060 Bidwell & Burnaby,0084 Sunset Beach West,365 Day Founding Plus,573,180,3826,4024,3,4,0,0
2021-02-08 6:00,2021-02-08 6:00,1057,0014 Canada Place,0035 Coal Harbour Community Centre,365 Corporate Plus,1398,361,3726,3906,4,6,0,0
2021-02-08 6:00,2021-02-08 6:00,348,0032 Comox & Denman,0028 Davie & Beach,365 Day Founding Plus,316,159,4024,4087,3,2,0,0
2021-02-08 6:00,2021-02-08 6:00,2082,0173 1st & Columbia,0078 Nelson & Mainland,365 Corporate Standard,2125,623,3930,4177,3,3,0,0
2021-02-08 6:00,2021-02-08 7:00,685,0089 Burrard & Drake,0005 Dunsmuir & Beatty,365 Corporate Plus Renewal,2150,5048,3350,3516,3,2,0,0
2021-02-08 6:00,2021-02-08 6:00,1734,0207 Alberni & Jervis,0002 Burrard Station (Melville & Dunsmuir),365 Corporate Standard,655,165,3560,3671,3,4,0,0
2021-02-08 6:00,2021-02-08 6:00,529,0192 7th &  Alder,0108 1st & Chestnut,30 Day Pass,1752,629,3734,3776,3,3,0,0
2021-02-08 6:00,2021-02-08 7:00,1844,0187 Bute & Davie,0050 Bute & Comox,365 Standard,1776,3125,3534,3623,4,5,0,0
2021-02-08 6:00,2021-02-08 6:00,441,0108 1st & Chestnut,0153 Arbutus Greenway & Fir,Archived Monthly Standard,841,231,3619,3740,3,4,0,0
2021-02-08 6:00,2021-02-08 6:00,105,0068 Cypress & Broadway,0099 Vancouver Art Gallery - North Plaza,30 Day Pass,3534,1119,3808,4038,2,3,0,0
2021-02-08 6:00,2021-02-08 6:00,129,0253 Charles & Woodland,0225 McLean & Pender,365 Plus,882,188,3942,4035,3,5,0,0
2021-02-08 6:00,2021-02-08 6:00,443,0229 Keefer & Princess,0080 Laurel & Broadway,Community Pass,4004,988,3818,4082,1,2,0,0
2021-02-08 6:00,2021-02-08 6:00,997,0092 Chilco & Barclay,0053 Keefer & Abbott,VIP,4171,1042,3879,4092,3,5,0,0
2021-02-08 6:00,2021-02-08 6:00,2057,0147 Chestnut & McNicoll,0153 Arbutus Greenway & Fir,365 Standard,1484,392,3879,3980,3,5,0,0
2021-02-08 6:00,2021-02-08 6:00,1472,0283 15th & Knight,0242 8th & Commercial,365 Corporate Plus,1116,506,3526,3723,0,3,0,0
2021-02-08 3:00,2021-02-08 3:00,293,0242 8th & Commercial,0297 6th & Prince Edward,365 Standard,2903,980,3795,3953,0,1,0,0
2021-02-08 1:00,2021-02-08 1:00,129,0225 McLean & Pender,0253 Charles & Woodland,365 Plus,880,318,3921,4040,2,3,0,0
2021-02-08 1:00,2021-02-08 1:00,114,0187 Bute & Davie,0063 Robson & Granville,30 Day Pass,1515,418,3939,4167,3,5,0,0
2021-02-08 1:00,2021-02-08 1:00,1610,0177 Quebec & 1st,0045 Beach & Hornby,Community Pass,3691,702,3619,3766,3,6,0,0
2021-02-08 1:00,2021-02-08 1:00,129,0253 Charles & Woodland,0225 McLean & Pender,365 Plus,884,179,3918,4014,2,4,0,0
2021-02-08 1:00,2021-02-08 1:00,640,0256 Prince Edward & 16th,0045 Beach & Hornby,365 Plus,5662,1097,3806,4084,0,5,0,0
2021-02-08 0:00,2021-02-08 0:00,114,0063 Robson & Granville,0187 Bute & Davie,30 Day Pass,1404,415,3930,4148,5,6,0,0
2021-02-08 0:00,2021-02-08 8:00,1391,0179 11th & Kingsway,0300 Bute & Barclay,365 Plus,4582,28892,3310,3532,3,2,0,0
2021-02-08 0:00,2021-02-08 0:00,2011,0053 Keefer & Abbott,0033 Robson & Denman,365 Corporate Plus,3461,2329,3660,3790,3,6,0,0
2021-02-07 23:00,2021-02-08 0:00,595,0152 Arbutus Greenway & 14th,0154 Kitsilano Beach Park,365 Day Founding Standard,2648,679,3684,3840,2,5,0,0
2021-02-07 23:00,2021-02-07 23:00,487,0002 Burrard Station (Melville & Dunsmuir),0096 Nicola & Robson,365 Standard,1165,336,3839,3977,5,7,0,0
2021-02-07 23:00,2021-02-08 0:00,114,0063 Robson & Granville,0063 Robson & Granville,30 Day Pass,1468,1163,3918,4111,5,6,0,0
2021-02-07 23:00,2021-02-07 23:00,2011,0218 Carrall & Seawall,0053 Keefer & Abbott,365 Corporate Plus,494,327,3653,3764,2,2,0,0
2021-02-07 23:00,2021-02-07 23:00,1889,0088 Harwood & Bute,0092 Chilco & Barclay,365 Corporate Plus Renewal,1760,423,3853,3963,4,6,0,0
2021-02-07 23:00,2021-02-07 23:00,1702,0244 10th & Commercial,0246 Glen & Broadway,Community Pass,918,282,3615,3684,2,2,0,0
2021-02-07 23:00,2021-02-07 23:00,207,0234 Station & National,0280 Triumph & Victoria,365 Standard,3608,1090,3744,3953,2,4,0,0
2021-02-07 23:00,2021-02-07 23:00,130,0282 14th & Fraser,0215 Princess & Union,365 Standard,3542,808,3887,4140,2,5,0,0
2021-02-07 22:00,2021-02-07 23:00,412,0174 1st & Manitoba,0232 Britannia Parking Lot,365 Day Founding Plus,4039,1422,3827,3892,5,4,0,0
2021-02-07 22:00,2021-02-07 23:00,1534,0177 Quebec & 1st,0177 Quebec & 1st,365 Plus,786,518,3602,3790,4,4,0,0
2021-02-07 22:00,2021-02-07 22:00,412,0174 1st & Manitoba,0174 1st & Manitoba,365 Day Founding Plus,0,20,3787,3919,5,3,0,0
2021-02-07 22:00,2021-02-07 22:00,753,0052 Cambie & Water,0034 Cordova & Bute,30 Day Pass,1190,294,3744,3823,4,5,0,0
2021-02-07 22:00,2021-02-07 23:00,114,0063 Robson & Granville,0063 Robson & Granville,30 Day Pass,700,942,3956,4093,6,7,0,0
2021-02-07 22:00,2021-02-07 22:00,1355,0014 Canada Place,0033 Robson & Denman,365 Day Founding Standard,2042,580,3410,3553,4,6,0,0
2021-02-07 22:00,2021-02-07 22:00,1838,0036 Bute & Robson,0187 Bute & Davie,365 Corporate Plus Renewal,630,197,3142,3329,4,4,0,0
2021-02-07 22:00,2021-02-07 22:00,1636,0048 Comox & Broughton,0032 Comox & Denman,365 Standard,528,176,3644,3752,5,4,0,0
2021-02-07 22:00,2021-02-07 22:00,692,0036 Bute & Robson,0088 Harwood & Bute,365 Plus,918,372,3518,3621,1,3,0,0
2021-02-07 22:00,2021-02-07 22:00,114,0063 Robson & Granville,0063 Robson & Granville,30 Day Pass,2074,1134,3913,4109,6,7,0,0
2021-02-07 22:00,2021-02-07 22:00,315,0213 Pender & Gore,0010 Stamps Landing,Community Pass,2740,1000,3897,4066,4,5,0,0
2021-02-07 22:00,2021-02-07 22:00,1385,0110 5th & Arbutus,0071 14th & Granville,30 Day Pass,2050,546,4059,4208,5,7,0,0
2021-02-07 22:00,2021-02-07 22:00,129,0225 McLean & Pender,0253 Charles & Woodland,365 Corporate Plus,900,260,3913,4018,5,6,0,0
2021-02-07 21:00,2021-02-07 21:00,2012,0039 Helmcken & Burrard,0050 Bute & Comox,365 Plus,553,168,3887,4014,7,7,0,0
2021-02-07 21:00,2021-02-07 22:00,1690,0026 Beatty & Robson,0177 Quebec & 1st,365 Plus,1992,487,3905,4095,4,7,0,0
2021-02-07 21:00,2021-02-07 22:00,1871,0089 Burrard & Drake,0273 Victoria & 4th,365 Corporate Plus Renewal,9080,2540,3706,3918,7,5,0,0
2021-02-07 21:00,2021-02-07 22:00,114,0063 Robson & Granville,0063 Robson & Granville,30 Day Pass,745,876,3906,4063,6,9,0,0
2021-02-07 21:00,2021-02-07 22:00,1490,0036 Bute & Robson,0215 Princess & Union,30 Day Pass,3240,929,3595,3752,6,5,0,0
2021-02-07 21:00,2021-02-07 21:00,1204,0125 Hamilton & Robson,0212 Union & Dunlevy,365 Standard,1684,448,3542,3674,6,8,0,0
2021-02-07 21:00,2021-02-07 21:00,737,0053 Keefer & Abbott,0124 Richards & Cordova,365 Corporate Standard,1235,448,3853,3935,5,7,0,0
2021-02-07 21:00,2021-02-07 21:00,447,0037 Hornby & Nelson,0173 1st & Columbia,365 Corporate Plus Renewal,2568,538,3661,3808,5,9,0,0
2021-02-07 21:00,2021-02-07 21:00,1958,0039 Helmcken & Burrard,0037 Hornby & Nelson,365 Corporate Plus Renewal,281,132,3776,3768,7,7,0,0
2021-02-07 21:00,2021-02-07 21:00,2014,0208 Arbutus Greenway & Broadway,0300 Bute & Barclay,365 Plus,3820,1123,3529,3716,5,7,0,0
2021-02-07 21:00,2021-02-08 0:00,1739,0060 Bidwell & Burnaby,0060 Bidwell & Burnaby,VIP,17967,12393,3624,3845,6,2,0,0
2021-02-07 21:00,2021-02-07 21:00,701,0053 Keefer & Abbott,0177 Quebec & 1st,365 Standard,1402,359,3621,3742,6,8,0,0
2021-02-07 21:00,2021-02-07 21:00,1535,0250 Woodland & 4th,0245 Woodland & 10th,30 Day Pass,630,294,3631,3639,6,7,0,0
2021-02-07 21:00,2021-02-07 21:00,1391,0130 Heather & 16th,0179 11th & Kingsway,365 Standard,2229,594,3374,3586,5,7,0,0
2021-02-07 21:00,2021-02-07 21:00,1681,0099 Vancouver Art Gallery - North Plaza,0096 Nicola & Robson,365 Day Founding Plus,4565,2408,4117,4232,7,8,728,3
2021-02-07 21:00,2021-02-07 21:00,1829,0134 14th & Main,0108 1st & Chestnut,365 Standard,5047,1128,3442,3594,6,8,0,0
2021-02-07 21:00,2021-02-07 21:00,43,0150 Alexander & Main,0033 Robson & Denman,365 Day Founding Plus,3418,1158,3919,4053,6,7,0,0
2021-02-07 21:00,2021-02-07 21:00,753,0190 Melville & Bute,0052 Cambie & Water,30 Day Pass,2387,496,3726,3858,6,9,0,0
2021-02-07 21:00,2021-02-07 21:00,2046,0217 Smithe & Burrard,0033 Robson & Denman,365 Standard,1368,958,3737,3814,8,7,0,0
2021-02-07 21:00,2021-02-07 21:00,2010,0242 8th & Commercial,0272 Pender & Victoria,30 Day Pass,2438,826,3521,3594,5,4,0,0
2021-02-07 21:00,2021-02-07 21:00,406,0001 10th & Cambie,0050 Bute & Comox,365 Standard,5774,1273,3694,3924,6,7,0,0
2021-02-07 21:00,2021-02-07 21:00,2133,0239 Grant & Commercial,0021 Cordova & Granville,365 Corporate Plus Renewal,4919,1462,3645,3790,6,7,0,0
