Departure,Return,Bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2020-01-31 22:00,2020-01-31 23:00,649,0027 Beatty & Nelson,0140 Burrard & 7th,365 Corporate Standard Renewal,3561,978,4100,4312,12,12,0,0
2020-01-31 22:00,2020-01-31 23:00,598,0287 Carolina & Great Northern Way,0058 Homer & Smithe,365 Day Pass Plus SALE,3161,933,3727,3889,11,13,0,0
2020-01-31 22:00,2020-01-31 23:00,1479,0078 Nelson & Mainland,0134 14th & Main,Vancity Community Pass,3640,1025,3666,3811,12,14,0,0
2020-01-31 22:00,2020-01-31 22:00,882,0070 10th & Granville,0211 14th & Alder,Vancity Community Pass,998,360,3869,4001,12,13,0,0
2020-01-31 22:00,2020-01-31 22:00,130,0126 Thurlow & Pendrell,0078 Nelson & Mainland,365 Plus,1233,698,3758,3953,13,14,0,0
2020-01-31 22:00,2020-01-31 22:00,1505,0015 Granville & Georgia,0040 Cardero & Pendrell,30 Day Pass,2248,1056,3731,3889,12,14,0,0
2020-01-31 22:00,2020-01-31 22:00,63,0037 Hornby & Nelson,0196 Drake & Hornby,30 Day Pass,567,153,3797,3890,13,14,0,0
2020-01-31 22:00,2020-01-31 22:00,387,0055 Keefer & Columbia,0011 Ontario & Seawall,365 Standard,1067,338,3748,3826,12,14,0,0
2020-01-31 22:00,2020-01-31 22:00,1712,0063 Robson & Granville,0088 Harwood & Bute,365 Plus,1558,424,3816,3943,12,15,0,0
2020-01-31 21:00,2020-01-31 21:00,728,0191 7th & Laurel,0069 7th & Granville,365 Standard,1088,276,3636,3723,12,13,0,0
2020-01-31 21:00,2020-01-31 21:00,1890,0080 Laurel & Broadway,0174 1st & Manitoba,365 Plus,1866,572,3892,4048,12,13,0,0
2020-01-31 21:00,2020-01-31 21:00,942,0050 Bute & Comox,0032 Comox & Denman,365 Standard,849,147,3723,3834,12,14,0,0
2020-01-31 21:00,2020-01-31 21:00,133,0005 Dunsmuir & Beatty,0064 Expo & Smithe,365 Standard,686,245,3947,4009,12,11,0,0
2020-01-31 21:00,2020-01-31 21:00,275,0005 Dunsmuir & Beatty,0064 Expo & Smithe,30 Day Pass,688,252,3434,3545,12,12,0,0
2020-01-31 20:00,2020-01-31 21:00,920,0002 Burrard Station,0174 1st & Manitoba,365 Plus,3250,967,3921,4087,13,15,0,0
2020-01-31 20:00,2020-01-31 21:00,1775,0037 Hornby & Nelson,0187 Bute & Davie,30 Day Pass,982,286,3926,3998,12,14,0,0
2020-01-31 20:00,2020-01-31 21:00,1521,0092 Chilco & Barclay,0092 Chilco & Barclay,365 Corporate Plus Renewal,816,401,3744,3848,12,12,169,1
2020-01-31 20:00,2020-01-31 20:00,625,0107 8th & Ontario,0165 Columbia & 4th,365 Plus,698,254,3872,4055,12,13,0,0
2020-01-31 20:00,2020-01-31 21:00,1785,0055 Keefer & Columbia,0030 Abbott & Cordova,365 Day Pass Plus SALE,6089,1807,3686,3832,13,12,87,1
2020-01-31 20:00,2020-01-31 20:00,396,0021 Cordova & Granville,0187 Bute & Davie,30 Day Pass,2297,935,3993,4164,12,14,0,0
2020-01-31 20:00,2020-01-31 20:00,1975,0005 Dunsmuir & Beatty,0167 Cordova & Columbia,365 Plus,1694,1658,3490,3676,12,12,1148,1
2020-01-31 20:00,2020-01-31 20:00,2090,0081 7th & Heather,0006 Olympic Village Station,365 Day Founding Standard,367,104,3656,3734,12,14,0,0
2020-01-31 20:00,2020-01-31 20:00,1046,0037 Hornby & Nelson,0040 Cardero & Pendrell,30 Day Pass,1509,313,3803,3853,12,11,0,0
2020-01-31 20:00,2020-01-31 20:00,1535,0212 Union & Dunlevy,0221 Glen & Union,30 Day Pass,1106,260,3776,3918,13,13,0,0
2020-01-31 20:00,2020-01-31 20:00,1837,0212 Union & Dunlevy,0221 Glen & Union,30 Day Pass,1135,272,3955,4113,12,13,0,0
2020-01-31 20:00,2020-01-31 20:00,1027,0196 Drake & Hornby,0179 11th & Kingsway,30 Day Pass,4992,1418,3934,4098,12,13,0,0
2020-01-31 20:00,2020-01-31 20:00,1121,0036 Bute & Robson,0088 Harwood & Bute,365 Day Founding Plus,920,374,3972,4058,12,13,0,0
2020-01-31 20:00,2020-01-31 20:00,1220,0063 Robson & Granville,0035 Coal Harbour Community Centre,30 Day Pass,2005,504,3950,4146,12,14,0,0
2020-01-31 20:00,2020-01-31 20:00,1976,0036 Bute & Robson,0064 Expo & Smithe,30 Day Pass,1778,498,3898,4084,12,12,0,0
2020-01-31 19:00,2020-01-31 20:00,1326,0037 Hornby & Nelson,0005 Dunsmuir & Beatty,365 Day Founding Standard,1560,448,3834,3953,12,14,0,0
2020-01-31 19:00,2020-01-31 19:00,1849,0030 Abbott & Cordova,0173 1st & Columbia,365 Day Pass Plus SALE,2227,519,3544,3639,12,14,0,0
2020-01-31 19:00,2020-01-31 19:00,1806,0193 Science World,0004 Yaletown-Roundhouse Station,365 Standard,1925,379,3732,3840,12,15,0,0
2020-01-31 19:00,2020-01-31 19:00,2099,0238 Thornton & 1st,0206 8th & Scotia,365 Plus,761,396,3890,4005,12,13,0,0
2020-01-31 19:00,2020-01-31 19:00,1774,0174 1st & Manitoba,0017 Marinaside & Davie,365 Day Pass Plus SALE,2260,502,3653,3842,12,15,0,0
2020-01-31 19:00,2020-01-31 20:00,1785,0298 6th & Carolina,0055 Keefer & Columbia,365 Day Pass Plus SALE,10851,4227,3615,3803,15,11,622,2
2020-01-31 19:00,2020-01-31 19:00,1973,0258 13th & St George,0281 Windsor & 14th,365 Plus,794,196,3676,3808,12,12,0,0
2020-01-31 19:00,2020-01-31 19:00,28,0171 5th & Yukon,0218 Carrall & Seawall,30 Day Pass,2007,523,3972,4121,12,15,0,0
2020-01-31 19:00,2020-01-31 19:00,1875,0008 8th & Ash,0166 Alder & 11th,365 Corporate Standard,0,488,3655,3726,12,12,0,0
2020-01-31 19:00,2020-01-31 19:00,605,0039 Helmcken & Burrard,0057 Marinaside & Cooperage,365 Corporate Standard,1337,425,3866,3947,12,13,0,0
2020-01-31 19:00,2020-01-31 19:00,1912,0037 Hornby & Nelson,0015 Granville & Georgia,365 Plus,641,197,3705,3874,13,14,0,0
2020-01-31 19:00,2020-01-31 19:00,1320,0008 8th & Ash,0065 Cypress & Cornwall,365 Day Founding Standard,3207,715,3753,3848,14,15,0,0
2020-01-31 19:00,2020-01-31 19:00,2097,0123 Georgia & Thurlow,0088 Harwood & Bute,30 Day Pass,1290,356,3958,4059,13,14,0,0
2020-01-31 19:00,2020-01-31 19:00,1869,0064 Expo & Smithe,0005 Dunsmuir & Beatty,30 Day Pass,2119,843,3889,4035,13,13,0,0
2020-01-31 19:00,2020-01-31 19:00,133,0064 Expo & Smithe,0005 Dunsmuir & Beatty,365 Standard,2123,865,3877,4037,13,12,0,0
2020-01-31 19:00,2020-01-31 19:00,1340,0280 Triumph & Victoria,0036 Bute & Robson,365 Plus,5151,1318,3640,3800,12,13,0,0
2020-01-31 19:00,2020-01-31 19:00,1205,0072 14th & Cambie,0211 14th & Alder,365 Corporate Plus,1217,391,3653,3663,12,14,0,0
2020-01-31 19:00,2020-01-31 19:00,291,0077 Vanier Park,0154 Kitsilano Beach Park,365 Day Founding Standard,1219,320,3734,3810,12,14,0,0
2020-01-31 19:00,2020-01-31 19:00,1827,0041 Cardero & Robson,0028 Davie & Beach,365 Standard,1082,244,3787,3897,12,15,0,0
2020-01-31 19:00,2020-01-31 19:00,959,0017 Marinaside & Davie,0174 1st & Manitoba,30 Day Pass,2254,588,3840,4067,12,13,0,0
2020-01-31 18:00,2020-01-31 19:00,1280,0012 Dunsmuir & Richards,0282 14th & Fraser,365 Plus,5952,1662,3706,3863,12,11,0,0
2020-01-31 18:00,2020-01-31 19:00,797,0037 Hornby & Nelson,0115 Cypress & 16th,365 Standard,3783,1342,3665,3876,12,13,0,0
2020-01-31 18:00,2020-01-31 19:00,1681,0174 1st & Manitoba,0030 Abbott & Cordova,365 Corporate Plus,1984,514,3774,3897,13,14,0,0
2020-01-31 18:00,2020-01-31 18:00,549,0281 Windsor & 14th,0244 10th & Commercial,365 Plus,1398,505,3719,3819,12,14,0,0
2020-01-31 18:00,2020-01-31 19:00,985,0171 5th & Yukon,0218 Carrall & Seawall,30 Day Pass,2080,601,4101,4224,13,15,0,0
2020-01-31 18:00,2020-01-31 19:00,1785,0187 Bute & Davie,0298 6th & Carolina,365 Day Pass Plus SALE,9593,3005,3490,3745,12,13,560,2
2020-01-31 18:00,2020-01-31 19:00,90,0134 14th & Main,0204 York & Yew,365 Plus,5593,1176,3777,3935,12,15,0,0
2020-01-31 18:00,2020-01-31 18:00,1712,0088 Harwood & Bute,0063 Robson & Granville,365 Plus,1600,392,3803,3932,12,15,0,0
2020-01-31 18:00,2020-01-31 19:00,40,0981 Workshop - Service Complete,0242 8th & Commercial,VIP,2021,1962,3890,3832,23,21,0,0
2020-01-31 18:00,2020-01-31 19:00,277,0073 Ontario & 5th,0048 Comox & Broughton,365 Plus,6283,1268,4034,4280,12,15,0,0
2020-01-31 18:00,2020-01-31 18:00,1228,0112 10th & Oak,0138 Richards & Helmcken,365 Corporate Plus,3395,709,3874,4013,12,14,0,0
2020-01-31 18:00,2020-01-31 19:00,1218,0068 Cypress & Broadway,0234 Station & National,30 Day Pass,5203,1407,3861,4051,12,13,0,0
2020-01-31 18:00,2020-01-31 18:00,400,0167 Cordova & Columbia,0297 6th & Prince Edward,365 Day Pass Standard SALE,2389,792,3802,3945,12,13,0,0
2020-01-31 18:00,2020-01-31 18:00,1208,0030 Abbott & Cordova,0150 Alexander & Main,Vancity Community Pass,669,208,3942,4092,13,14,0,0
2020-01-31 18:00,2020-01-31 18:00,742,0098 Carrall & Hastings,0070 10th & Granville,30 Day Pass,5105,1414,3732,3856,13,15,0,0
2020-01-31 18:00,2020-01-31 18:00,1701,0174 1st & Manitoba,0224 Pender & Commercial,365 Standard,3898,1158,3831,3969,12,13,0,0
2020-01-31 18:00,2020-01-31 18:00,1042,0012 Dunsmuir & Richards,0239 Grant & Commercial,365 Standard,4243,1192,3735,3893,13,14,0,0
2020-01-31 18:00,2020-01-31 18:00,996,0005 Dunsmuir & Beatty,0008 8th & Ash,365 Day Founding Standard,2240,527,3726,3777,12,14,0,0
2020-01-31 18:00,2020-01-31 18:00,870,0126 Thurlow & Pendrell,0036 Bute & Robson,365 Day Founding Plus,782,334,3914,4061,13,12,0,0
2020-01-31 18:00,2020-01-31 18:00,1315,0242 8th & Commercial,0252 Woodland & Graveley,365 Day Founding Standard,1100,277,3705,3803,12,13,0,0
2020-01-31 18:00,2020-01-31 18:00,1217,0208 Arbutus Greenway & Broadway,0070 10th & Granville,365 Corporate Plus Renewal,1090,303,3473,3611,12,12,0,0
2020-01-31 18:00,2020-01-31 18:00,13,0073 Ontario & 5th,0215 Princess & Union,365 Standard,2205,474,3948,4084,12,15,0,0
2020-01-31 18:00,2020-01-31 18:00,1271,0138 Richards & Helmcken,0040 Cardero & Pendrell,365 Standard,1709,546,3753,3882,13,16,0,0
2020-01-31 18:00,2020-01-31 18:00,1027,0099 Vancouver Art Gallery - North Plaza,0196 Drake & Hornby,365 Day Founding Standard,982,338,3930,4048,13,14,0,0
2020-01-31 18:00,2020-01-31 18:00,63,0052 Cambie & Water,0037 Hornby & Nelson,365 Day Founding Standard,1694,479,3774,3913,13,15,0,0
2020-01-31 18:00,2020-01-31 18:00,1072,0048 Comox & Broughton,0041 Cardero & Robson,365 Day Founding Standard,1347,380,3744,3892,12,14,0,0
2020-01-31 18:00,2020-01-31 18:00,198,0078 Nelson & Mainland,0177 Quebec & 1st,365 Day Pass Standard SALE,2434,558,3805,3951,13,15,0,0
2020-01-31 18:00,2020-01-31 18:00,1006,0055 Keefer & Columbia,0081 7th & Heather,365 Standard,2607,606,3529,3650,12,15,0,0
2020-01-31 18:00,2020-01-31 18:00,461,0154 Kitsilano Beach Park,0048 Comox & Broughton,365 Corporate Plus,3745,1300,3764,3984,12,12,0,0
2020-01-31 18:00,2020-01-31 18:00,313,0172 10th & Columbia,0133 Ontario & 16th,30 Day Pass,914,407,3579,3686,13,14,0,0
2020-01-31 18:00,2020-01-31 18:00,1482,0017 Marinaside & Davie,0172 10th & Columbia,365 Standard,3314,1089,3782,3963,13,14,0,0
2020-01-31 18:00,2020-01-31 18:00,1813,0011 Ontario & Seawall,0064 Expo & Smithe,30 Day Pass,1629,383,3700,3826,12,15,0,0
2020-01-31 18:00,2020-01-31 18:00,1209,0106 Heather & 14th,0255 18th & Main,365 Corporate Plus,1884,504,3740,3852,12,14,0,0
2020-01-31 18:00,2020-01-31 18:00,1542,0037 Hornby & Nelson,0266 St Catherines & 7th,365 Standard,4373,855,3189,3568,12,16,0,0
2020-01-31 18:00,2020-01-31 18:00,158,0001 10th & Cambie,0052 Cambie & Water,365 Day Founding Plus,3109,986,3976,4140,13,14,0,0
2020-01-31 18:00,2020-01-31 18:00,2102,0017 Marinaside & Davie,0060 Bidwell & Burnaby,30 Day Pass,3440,1127,3681,3706,12,14,0,0
2020-01-31 18:00,2020-01-31 18:00,837,0063 Robson & Granville,0174 1st & Manitoba,365 Day Founding Plus,2946,659,3805,3940,13,16,0,0
2020-01-31 18:00,2020-01-31 18:00,1965,0108 1st & Chestnut,0060 Bidwell & Burnaby,365 Day Pass Plus SALE,2689,556,3989,4127,13,15,0,0
2020-01-31 18:00,2020-01-31 18:00,2122,0205 Pine & 10th,0174 1st & Manitoba,365 Standard,3379,924,3763,3897,12,14,0,0
2020-01-31 18:00,2020-01-31 18:00,942,0190 Melville & Bute,0050 Bute & Comox,365 Standard,757,329,3713,3834,13,14,0,0
2020-01-31 18:00,2020-01-31 18:00,993,0035 Coal Harbour Community Centre,0024 Hornby & Pender,30 Day Pass,1078,402,3798,3935,12,11,0,0
2020-01-31 18:00,2020-01-31 18:00,773,0130 Heather & 16th,0187 Bute & Davie,365 Day Pass Plus SALE,8937,2813,3947,4246,12,14,180,1
2020-01-31 17:00,2020-01-31 18:00,914,0030 Abbott & Cordova,0166 Alder & 11th,30 Day Pass,4008,1127,3674,3834,14,15,0,0
2020-01-31 17:00,2020-01-31 18:00,2075,0011 Ontario & Seawall,0199 Georgia & Main,365 Standard,1080,278,3792,3911,12,14,0,0
2020-01-31 17:00,2020-01-31 18:00,931,0032 Comox & Denman,0060 Bidwell & Burnaby,365 Plus,882,331,3745,3843,12,12,0,0
2020-01-31 17:00,2020-01-31 18:00,62,0015 Granville & Georgia,0253 Charles & Woodland,365 Day Founding Plus,4243,971,4008,4214,13,15,0,0
2020-01-31 17:00,2020-01-31 18:00,1614,0001 10th & Cambie,0260 10th & Fraser,365 Corporate Plus Renewal,1905,477,3847,3993,13,15,0,0
2020-01-31 17:00,2020-01-31 18:00,1776,0227 Campbell & Hastings,0053 Keefer & Abbott,365 Standard,2027,585,3681,3816,12,15,0,0
2020-01-31 17:00,2020-01-31 18:00,158,0179 11th & Kingsway,0001 10th & Cambie,365 Corporate Plus,1580,492,3947,4066,13,14,0,0
2020-01-31 17:00,2020-01-31 17:00,1661,0050 Bute & Comox,0032 Comox & Denman,365 Day Founding Plus,871,290,3992,4047,12,13,0,0
2020-01-31 17:00,2020-01-31 22:00,1938,0260 10th & Fraser,0244 10th & Commercial,30 Day Pass,1435,286,3689,3800,12,10,0,0
2020-01-31 17:00,2020-01-31 18:00,678,0052 Cambie & Water,0239 Grant & Commercial,30 Day Pass,4614,1390,3882,4105,12,14,0,0
2020-01-31 17:00,2020-01-31 17:00,2097,0088 Harwood & Bute,0123 Georgia & Thurlow,30 Day Pass,1227,364,3945,4042,13,14,0,0
2020-01-31 17:00,2020-01-31 17:00,1973,0281 Windsor & 14th,0258 13th & St George,365 Plus,814,253,3671,3797,12,12,0,0
2020-01-31 17:00,2020-01-31 17:00,1325,0099 Vancouver Art Gallery - North Plaza,0087 Broughton & Burnaby,30 Day Pass,1815,440,3700,3869,12,13,0,0
2020-01-31 17:00,2020-01-31 17:00,1618,0048 Comox & Broughton,0088 Harwood & Bute,365 Day Founding Plus,988,276,3718,3826,12,10,0,0
2020-01-31 17:00,2020-01-31 17:00,1222,0001 10th & Cambie,0112 10th & Oak,365 Corporate Plus,939,372,3905,4011,12,14,0,0
2020-01-31 17:00,2020-01-31 17:00,1965,0026 Beatty & Robson,0108 1st & Chestnut,365 Day Pass Standard SALE,3228,875,3924,4100,13,15,0,0
2020-01-31 17:00,2020-01-31 18:00,1466,0070 10th & Granville,0258 13th & St George,365 Corporate Plus Renewal,3777,1064,3734,3871,12,14,0,0
2020-01-31 17:00,2020-01-31 17:00,1681,0193 Science World,0174 1st & Manitoba,365 Corporate Standard,633,165,3776,3866,12,14,0,0
2020-01-31 17:00,2020-01-31 17:00,352,0004 Yaletown-Roundhouse Station,0212 Union & Dunlevy,365 Standard,2454,624,3905,4053,12,14,0,0
2020-01-31 17:00,2020-01-31 17:00,211,0193 Science World,0172 10th & Columbia,30 Day Pass,1790,777,3705,3845,12,13,0,0
2020-01-31 17:00,2020-01-31 17:00,1951,0078 Nelson & Mainland,0004 Yaletown-Roundhouse Station,365 Corporate Plus,361,175,3882,3935,13,11,0,0
2020-01-31 17:00,2020-01-31 17:00,274,0221 Glen & Union,0030 Abbott & Cordova,365 Standard,2605,610,3698,3905,12,14,0,0
2020-01-31 17:00,2020-01-31 17:00,1467,0066 Anderson & 2nd,0174 1st & Manitoba,365 Standard,2681,550,3810,3935,13,15,0,0
2020-01-31 17:00,2020-01-31 18:00,793,0001 10th & Cambie,0006 Olympic Village Station,365 Corporate Plus,1155,1755,3739,3842,12,14,1346,1
2020-01-31 17:00,2020-01-31 17:00,637,0064 Expo & Smithe,0177 Quebec & 1st,365 Corporate Plus Renewal,1668,394,4032,4169,12,15,0,0
2020-01-31 17:00,2020-01-31 17:00,295,0171 5th & Yukon,0035 Coal Harbour Community Centre,365 Standard,3988,1012,4072,4230,10,13,0,0
2020-01-31 17:00,2020-01-31 18:00,305,0024 Hornby & Pender,0287 Carolina & Great Northern Way,365 Day Pass Plus SALE,5347,1586,3681,3860,12,13,0,0
2020-01-31 17:00,2020-01-31 17:00,434,0012 Dunsmuir & Richards,0055 Keefer & Columbia,365 Day Pass Plus SALE,0,473,3673,3763,13,12,0,0
2020-01-31 17:00,2020-01-31 17:00,769,0060 Bidwell & Burnaby,0060 Bidwell & Burnaby,365 Corporate Standard,0,23,3811,3845,13,12,0,0
2020-01-31 17:00,2020-01-31 17:00,1326,0171 5th & Yukon,0037 Hornby & Nelson,365 Standard,2397,782,3814,3927,12,14,0,0
2020-01-31 17:00,2020-01-31 17:00,1336,0030 Abbott & Cordova,0280 Triumph & Victoria,365 Plus,255,1516,3774,3837,13,12,0,0
2020-01-31 17:00,2020-01-31 17:00,360,0165 Columbia & 4th,0140 Burrard & 7th,365 Plus,3003,724,4034,4201,13,15,0,0
2020-01-31 17:00,2020-01-31 17:00,1712,0015 Granville & Georgia,0088 Harwood & Bute,365 Standard,1752,603,3779,3906,13,15,0,0
2020-01-31 17:00,2020-01-31 17:00,276,0002 Burrard Station,0076 Cypress & 4th,365 Plus,3120,905,3834,3963,12,13,0,0
2020-01-31 17:00,2020-01-31 17:00,2170,0053 Keefer & Abbott,0173 1st & Columbia,365 Corporate Plus,2072,496,3724,3840,12,15,0,0
2020-01-31 17:00,2020-01-31 17:00,322,0024 Hornby & Pender,0208 Arbutus Greenway & Broadway,365 Standard,4245,1147,3979,4196,12,12,0,0
2020-01-31 17:00,2020-01-31 17:00,1058,0064 Expo & Smithe,0222 Adanac & McLean,365 Standard,3589,892,3930,4103,12,16,0,0
2020-01-31 17:00,2020-01-31 17:00,1643,0244 10th & Commercial,0283 15th & Knight,365 Day Founding Standard,914,235,3671,3797,13,13,0,0
2020-01-31 17:00,2020-01-31 17:00,1785,0159 Vine & 4th,0187 Bute & Davie,365 Day Pass Standard SALE,3303,1147,3481,3618,13,12,0,0
2020-01-31 17:00,2020-01-31 17:00,2011,0017 Marinaside & Davie,0143 South False Creek Seawall,365 Corporate Plus Renewal,3128,801,3537,3697,13,15,0,0
2020-01-31 17:00,2020-01-31 17:00,1951,0004 Yaletown-Roundhouse Station,0078 Nelson & Mainland,365 Corporate Plus,351,113,3887,3947,12,13,0,0
2020-01-31 17:00,2020-01-31 17:00,1751,0073 Ontario & 5th,0218 Carrall & Seawall,365 Standard,1451,371,3813,3968,13,13,0,0
2020-01-31 17:00,2020-01-31 17:00,1220,0048 Comox & Broughton,0063 Robson & Granville,Archived Monthly Standard,1641,655,3972,4122,12,13,0,0
2020-01-31 17:00,2020-01-31 17:00,1404,0078 Nelson & Mainland,0073 Ontario & 5th,365 Day Founding Standard,2699,638,3803,3922,13,15,0,0
2020-01-31 17:00,2020-01-31 17:00,940,0006 Olympic Village Station,0041 Cardero & Robson,365 Day Pass Plus SALE,4063,2187,3834,3979,12,13,747,2
2020-01-31 17:00,2020-01-31 17:00,394,0099 Vancouver Art Gallery - North Plaza,0083 Aquatic Centre,365 Corporate Plus,1937,600,3637,3721,13,15,0,0
2020-01-31 17:00,2020-01-31 17:00,201,0006 Olympic Village Station,0060 Bidwell & Burnaby,365 Day Founding Plus,4766,1213,3687,3872,13,14,0,0
2020-01-31 17:00,2020-01-31 17:00,1937,0165 Columbia & 4th,0167 Cordova & Columbia,365 Day Founding Standard,2307,654,3808,3874,13,12,0,0
2020-01-31 17:00,2020-01-31 17:00,597,0206 8th & Scotia,0248 St George & Broadway,30 Day Pass,606,188,3718,3847,12,9,0,0
2020-01-31 17:00,2020-01-31 17:00,1858,0107 8th & Ontario,0089 Burrard & Drake,365 Day Founding Standard,4290,904,3503,3687,12,14,0,0
2020-01-31 16:00,2020-01-31 17:00,1185,0080 Laurel & Broadway,0167 Cordova & Columbia,365 Plus,67,1164,3571,3605,12,12,0,0
2020-01-31 16:00,2020-01-31 17:00,90,0222 Adanac & McLean,0134 14th & Main,365 Plus,4367,1122,3702,3853,12,15,0,0
2020-01-31 16:00,2020-01-31 17:00,538,0014 Canada Place,0119 3rd & Quebec,365 Standard,3152,875,3866,4030,12,14,0,0
2020-01-31 16:00,2020-01-31 17:00,605,0201 Shaw Tower,0039 Helmcken & Burrard,365 Corporate Plus,1686,628,3852,3948,12,14,0,0
2020-01-31 16:00,2020-01-31 16:00,68,0087 Broughton & Burnaby,0032 Comox & Denman,365 Plus,820,214,3819,3871,13,14,0,0
2020-01-31 16:00,2020-01-31 17:00,1534,0006 Olympic Village Station,0234 Station & National,365 Corporate Standard,2052,1484,3972,4076,12,13,679,2
2020-01-31 16:00,2020-01-31 17:00,1336,0280 Triumph & Victoria,0030 Abbott & Cordova,365 Plus,635,814,3768,3843,13,12,0,0
2020-01-31 16:00,2020-01-31 16:00,2075,0199 Georgia & Main,0011 Ontario & Seawall,365 Standard,1098,212,3792,3903,12,15,0,0
2020-01-31 16:00,2020-01-31 17:00,746,0064 Expo & Smithe,0198 6th & Main,365 Standard,3003,1248,3819,3998,13,13,0,0
2020-01-31 16:00,2020-01-31 16:00,20,0254 Grandview Bike Lane & Commercial,0266 St Catherines & 7th,365 Standard,1196,276,3735,3887,13,13,0,0
2020-01-31 16:00,2020-01-31 16:00,896,0001 10th & Cambie,0166 Alder & 11th,365 Corporate Plus,1376,399,3665,3818,12,13,0,0
2020-01-31 16:00,2020-01-31 16:00,625,0193 Science World,0107 8th & Ontario,365 Plus,1243,362,3972,4085,13,13,0,0
2020-01-31 16:00,2020-01-31 17:00,2065,0140 Burrard & 7th,0204 York & Yew,365 Day Founding Standard,1837,1123,3877,4048,13,12,556,1
2020-01-31 16:00,2020-01-31 16:00,1295,0176 10th & Ontario,0001 10th & Cambie,365 Standard,751,150,4067,4179,12,12,0,0
2020-01-31 16:00,2020-01-31 16:00,209,0165 Columbia & 4th,0297 6th & Prince Edward,Archived Monthly Standard,1188,354,3852,4035,13,12,0,0
2020-01-31 16:00,2020-01-31 17:00,1837,0066 Anderson & 2nd,0212 Union & Dunlevy,365 Standard,4484,1412,3887,4163,12,12,0,0
2020-01-31 16:00,2020-01-31 16:00,1092,0119 3rd & Quebec,0252 Woodland & Graveley,30 Day Pass,3116,773,4021,4211,13,15,0,0
2020-01-31 16:00,2020-01-31 16:00,1793,0080 Laurel & Broadway,0133 Ontario & 16th,365 Standard,2156,547,3898,4066,12,14,0,0
2020-01-31 16:00,2020-01-31 16:00,127,0225 McLean & Pender,0253 Charles & Woodland,365 Standard,1137,434,3495,3687,13,14,0,0
2020-01-31 16:00,2020-01-31 16:00,985,0218 Carrall & Seawall,0171 5th & Yukon,30 Day Pass,2025,530,4077,4193,13,15,0,0
2020-01-31 16:00,2020-01-31 16:00,765,0037 Hornby & Nelson,0005 Dunsmuir & Beatty,30 Day Pass,1543,451,3840,3972,12,14,0,0
2020-01-31 16:00,2020-01-31 16:00,993,0014 Canada Place,0035 Coal Harbour Community Centre,365 Standard,1394,335,3792,3940,12,13,0,0
2020-01-31 16:00,2020-01-31 16:00,188,0125 Hamilton & Robson,0034 Cordova & Bute,365 Day Founding Standard,1786,603,3805,3929,13,15,0,0
2020-01-31 16:00,2020-01-31 16:00,1930,0087 Broughton & Burnaby,0027 Beatty & Nelson,365 Day Pass Standard SALE,2113,459,3906,4056,13,13,0,0
2020-01-31 16:00,2020-01-31 16:00,495,0287 Carolina & Great Northern Way,0236 Keith & 6th,365 Corporate Plus,961,289,3576,3706,12,14,0,0
