Departure,Return,Bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
12/31/2018 22:00,12/31/2018 22:00,1639,0050 Bute & Comox,0079 Nelson & Richards,Archived Monthly Standard,1270,454,3892,4003,6,6,0,0
12/31/2018 22:00,12/31/2018 22:00,1864,0035 Coal Harbour Community Centre,0019 Robson & Hornby,365 Corporate Plus,2088,969,3922,4030,5,6,0,0
12/31/2018 22:00,12/31/2018 22:00,624,0218 Carrall & Seawall,0011 Ontario & Seawall,365 Corporate Standard,867,195,3853,3964,5,7,0,0
12/31/2018 22:00,12/31/2018 22:00,1280,0012 Dunsmuir & Richards,0174 1st & Ontario,365 Standard,2476,1220,3782,3948,5,4,0,0
12/31/2018 22:00,12/31/2018 22:00,896,0050 Bute & Comox,0036 Bute & Robson,365 Day Pass Standard SALE,402,141,3761,3898,6,5,0,0
12/31/2018 21:00,12/31/2018 22:00,589,0283 15th & Knight,0239 Grant & Commercial,VIP,2105,822,3584,3874,3,6,0,0
12/31/2018 21:00,12/31/2018 22:00,906,0283 15th & Knight,0239 Grant & Commercial,VIP,2119,858,3661,3711,-1,3,0,0
12/31/2018 21:00,12/31/2018 22:00,62,0283 15th & Knight,0239 Grant & Commercial,VIP,2107,891,3544,3866,4,5,0,0
12/31/2018 21:00,12/31/2018 22:00,2117,0197 1st & Main,0222 Adanac & McLean,365 Day Founding Plus,3220,977,3824,4053,3,5,0,0
12/31/2018 21:00,12/31/2018 21:00,817,0196 Drake & Hornby,0004 Yaletown-Roundhouse Station,365 Day Founding Standard,782,185,3763,3861,6,8,0,0
12/31/2018 21:00,12/31/2018 21:00,408,0223 Commercial & Adanac,0241 4th & Commercial,365 Day Pass Plus SALE,1274,410,3645,3800,3,3,0,0
12/31/2018 21:00,12/31/2018 21:00,1420,0132 14th & Ontario,0001 10th & Cambie,365 Standard,1141,260,3653,3768,4,6,0,0
12/31/2018 21:00,12/31/2018 21:00,255,0225 McLean & Pender,0223 Commercial & Adanac,365 Day Pass Plus SALE,657,278,3713,3785,5,5,0,0
12/31/2018 21:00,12/31/2018 21:00,1785,0084 Sunset Beach West,0033 Robson & Denman,24 Hour,1519,368,3773,3921,9,6,0,0
12/31/2018 21:00,12/31/2018 22:00,307,0010 Stamp's Landing,0098 Carrall & Hastings,24 Hour,4641,1850,3776,3974,5,6,0,0
12/31/2018 21:00,12/31/2018 22:00,824,0010 Stamp's Landing,0098 Carrall & Hastings,24 Hour,4729,1879,3998,4193,5,6,0,0
12/31/2018 21:00,12/31/2018 22:00,244,0010 Stamp's Landing,0098 Carrall & Hastings,24 Hour,4612,1915,3731,3887,5,5,0,0
12/31/2018 21:00,12/31/2018 21:00,324,0078 Nelson & Mainland,0161 Alexander & Dunlevy,365 Standard,2446,844,3806,3966,6,8,0,0
12/31/2018 21:00,12/31/2018 22:00,37,0010 Stamp's Landing,0098 Carrall & Hastings,24 Hour,4631,1954,3800,3969,6,7,0,0
12/31/2018 21:00,12/31/2018 21:00,1354,0064 Expo & Smithe,0126 Thurlow & Pendrell,365 Day Pass Standard SALE,1684,846,3713,3782,6,7,0,0
12/31/2018 21:00,12/31/2018 21:00,967,0129 Richards & Robson,0041 Cardero & Robson,365 Standard,1560,461,3648,3782,7,9,0,0
12/31/2018 21:00,12/31/2018 21:00,967,0129 Richards & Robson,0129 Richards & Robson,365 Standard,0,16,3671,3745,7,6,0,0
12/31/2018 21:00,12/31/2018 21:00,1785,0202 14th & Oak,0084 Sunset Beach West,24 Hour,5574,1136,3655,3916,5,7,0,0
12/31/2018 21:00,12/31/2018 21:00,1666,0257 Prince Edward & 14th,0252 Woodland & Graveley,24 Hour,10575,1269,3845,4022,5,3,0,0
12/31/2018 20:00,12/31/2018 21:00,1348,0280 Triumph & Victoria,0244 10th & Commercial,365 Corporate Standard,2981,1213,3892,4026,4,4,0,0
12/31/2018 20:00,12/31/2018 20:00,1769,0167 Cordova & Columbia,0052 Cambie & Water,365 Day Pass Plus SALE,653,161,3955,4071,6,8,0,0
12/31/2018 20:00,12/31/2018 21:00,1549,0036 Bute & Robson,0030 Abbott & Cordova,365 Day Pass Standard SALE,2291,608,3784,3868,6,7,0,0
12/31/2018 20:00,12/31/2018 21:00,839,0238 Thornton & 1st,0199 Georgia & Main,365 Corporate Plus,1523,488,3993,4130,4,5,0,0
12/31/2018 20:00,12/31/2018 21:00,42,0089 Burrard & Drake,0089 Burrard & Drake,Vancity Community Pass,561,3583,3926,4009,9,6,2728,1
12/31/2018 20:00,12/31/2018 21:00,433,0150 Alexander & Main,0058 Homer & Smithe,24 Hour,2358,781,3998,4158,5,7,0,0
12/31/2018 20:00,12/31/2018 20:00,318,0005 Dunsmuir & Beatty,0002 Burrard Station,365 Standard,1143,319,3845,3924,6,8,0,0
12/31/2018 20:00,12/31/2018 20:00,479,0044 Pacific & Richards,0088 Harwood & Bute,365 Standard,1174,417,3834,3882,8,9,0,0
12/31/2018 20:00,12/31/2018 20:00,1423,0070 10th & Granville,0066 Anderson & 2nd,365 Day Pass Standard SALE,1306,469,3747,3835,5,7,0,0
12/31/2018 20:00,12/31/2018 20:00,824,0064 Expo & Smithe,0010 Stamp's Landing,Archived Monthly Plus,2072,473,3893,4145,6,9,0,0
12/31/2018 20:00,12/31/2018 20:00,17,0148 Creekside Park North,0011 Ontario & Seawall,365 Day Founding Standard,596,203,3569,3781,6,6,0,0
12/31/2018 20:00,12/31/2018 20:00,1195,0068 Cypress & Broadway,0176 10th & Ontario,365 Standard,3334,908,3918,4116,5,8,0,0
12/31/2018 20:00,12/31/2018 20:00,1049,0068 Cypress & Broadway,0176 10th & Ontario,24 Hour,3344,964,3627,3797,5,8,0,0
12/31/2018 20:00,12/31/2018 20:00,244,0009 Spyglass & Seawall,0010 Stamp's Landing,365 Day Founding Plus,436,113,3732,3853,5,5,0,0
12/31/2018 20:00,12/31/2018 20:00,534,0218 Carrall & Seawall,0010 Stamp's Landing,24 Hour,2340,635,3826,4009,5,7,0,0
12/31/2018 20:00,12/31/2018 20:00,1401,0218 Carrall & Seawall,0010 Stamp's Landing,24 Hour,2360,648,3777,4071,6,8,0,0
12/31/2018 20:00,12/31/2018 20:00,567,0218 Carrall & Seawall,0010 Stamp's Landing,24 Hour,2327,690,3574,3823,6,7,0,0
12/31/2018 20:00,12/31/2018 20:00,307,0218 Carrall & Seawall,0010 Stamp's Landing,24 Hour,2321,713,3787,3935,5,7,0,0
12/31/2018 20:00,12/31/2018 20:00,1613,0088 Harwood & Bute,0082 Richards & Davie,365 Day Pass Standard SALE,1235,443,4035,4142,6,7,0,0
12/31/2018 20:00,12/31/2018 20:00,389,0050 Bute & Comox,0190 Melville & Bute,365 Plus,749,250,4005,4082,6,6,0,0
12/31/2018 20:00,12/31/2018 20:00,1776,0063 Robson & Granville,0015 Granville & Georgia,365 Corporate Plus,179,76,3921,4005,8,8,0,0
12/31/2018 20:00,12/31/2018 20:00,720,0050 Bute & Comox,0190 Melville & Bute,Archived Monthly Standard,765,261,3764,3906,5,7,0,0
12/31/2018 19:00,12/31/2018 20:00,42,0196 Drake & Hornby,0089 Burrard & Drake,Vancity Community Pass,439,2979,4143,4109,15,8,2634,1
12/31/2018 19:00,12/31/2018 20:00,280,0198 6th & Main,0001 10th & Cambie,365 Corporate Plus,1466,408,3640,3737,6,8,0,0
12/31/2018 19:00,12/31/2018 20:00,2119,0084 Sunset Beach West,0174 1st & Ontario,VIP,4612,989,3877,4103,6,8,0,0
12/31/2018 19:00,12/31/2018 20:00,292,0084 Sunset Beach West,0174 1st & Ontario,VIP,4569,1037,3698,3918,6,8,0,0
12/31/2018 19:00,12/31/2018 19:00,297,0134 14th & Main,0001 10th & Cambie,365 Standard,1447,310,3787,3914,5,7,0,0
12/31/2018 19:00,12/31/2018 19:00,1863,0261 8th & Fraser,0206 8th & Scotia,365 Standard,796,225,3776,3908,5,6,0,0
12/31/2018 19:00,12/31/2018 19:00,1016,0123 Georgia & Thurlow,0047 Chilco & Beach,365 Day Pass Plus SALE,2105,573,3626,3734,7,9,0,0
12/31/2018 19:00,12/31/2018 19:00,665,0080 Laurel & Broadway,0010 Stamp's Landing,365 Day Pass Plus SALE,1059,290,3708,3935,6,8,0,0
12/31/2018 19:00,12/31/2018 19:00,2091,0166 Alder & 11th,0001 10th & Cambie,Vancity Community Pass,1382,283,3900,4035,5,7,0,0
12/31/2018 19:00,12/31/2018 19:00,501,0129 Richards & Robson,0138 Richards & Helmcken,365 Day Pass Standard SALE,524,177,3961,4132,7,6,0,0
12/31/2018 19:00,12/31/2018 19:00,2091,0166 Alder & 11th,0166 Alder & 11th,Vancity Community Pass,0,15,3934,3993,4,4,0,0
12/31/2018 19:00,12/31/2018 19:00,1316,0109 7th & Arbutus,0024 Hornby & Pender,365 Day Founding Standard,3965,773,3900,4047,5,8,0,0
12/31/2018 19:00,12/31/2018 19:00,2014,0058 Homer & Smithe,0005 Dunsmuir & Beatty,365 Day Founding Plus,898,250,3773,3900,6,7,0,0
12/31/2018 19:00,12/31/2018 19:00,1531,0057 Marinaside & Cooperage,0246 Glen & Broadway,365 Day Pass Standard SALE,3928,974,3726,3800,3,7,0,0
12/31/2018 19:00,12/31/2018 19:00,839,0081 7th & Heather,0238 Thornton & 1st,365 Corporate Plus,2299,630,4022,4164,6,9,0,0
12/31/2018 19:00,12/31/2018 19:00,823,0099 Vancouver Art Gallery - North Plaza,0137 Beach & Seymour,365 Standard,1582,426,3645,3784,6,8,0,0
12/31/2018 19:00,12/31/2018 19:00,1431,0176 10th & Ontario,0080 Laurel & Broadway,365 Corporate Standard,1549,448,3689,3810,5,7,0,0
12/31/2018 19:00,12/31/2018 19:00,1368,0041 Cardero & Robson,0060 Bidwell & Burnaby,365 Corporate Standard,1014,301,3955,4076,6,6,0,0
12/31/2018 19:00,12/31/2018 19:00,42,0218 Carrall & Seawall,0196 Drake & Hornby,Vancity Community Pass,3171,2969,3940,4235,8,15,0,0
12/31/2018 19:00,12/31/2018 19:00,37,0028 Davie & Beach,0010 Stamp's Landing,90 Day,6624,1246,3727,3969,6,10,0,0
12/31/2018 19:00,12/31/2018 19:00,355,0129 Richards & Robson,0082 Richards & Davie,365 Plus,675,238,3903,4035,7,8,0,0
12/31/2018 18:00,12/31/2018 19:00,1785,0070 10th & Granville,0202 14th & Oak,365 Plus,1331,554,3640,3823,7,6,0,0
12/31/2018 18:00,12/31/2018 19:00,829,0028 Davie & Beach,0057 Marinaside & Cooperage,365 Day Pass Standard SALE,3834,972,3858,4111,6,8,0,0
12/31/2018 18:00,12/31/2018 19:00,924,0050 Bute & Comox,0060 Bidwell & Burnaby,365 Standard,1129,278,3993,4134,6,8,0,0
12/31/2018 18:00,12/31/2018 19:00,196,0126 Thurlow & Pendrell,0024 Hornby & Pender,24 Hour,2732,1715,3843,3997,7,7,0,0
12/31/2018 18:00,12/31/2018 19:00,165,0126 Thurlow & Pendrell,0024 Hornby & Pender,24 Hour,2756,1742,3702,3969,7,7,0,0
12/31/2018 18:00,12/31/2018 18:00,878,0092 Chilco & Barclay,0035 Coal Harbour Community Centre,365 Plus,1692,340,3735,3850,6,10,0,0
12/31/2018 18:00,12/31/2018 19:00,757,0050 Bute & Comox,0012 Dunsmuir & Richards,365 Day Pass Standard SALE,1929,697,3732,3863,6,7,0,0
12/31/2018 18:00,12/31/2018 20:00,1776,0015 Granville & Georgia,0063 Robson & Granville,365 Corporate Plus,604,5360,3937,4019,6,8,4879,1
12/31/2018 18:00,12/31/2018 18:00,17,0026 Beatty & Robson,0148 Creekside Park North,365 Day Founding Standard,1396,424,3579,3806,6,8,0,0
12/31/2018 18:00,1/1/2019 18:00,1355,0006 Olympic Village Station,0053 Keefer & Abbott,365 Day Pass Plus SALE,2797,912,3590,3715,5,6,0,0
12/31/2018 18:00,12/31/2018 18:00,1424,0024 Hornby & Pender,0037 Hornby & Nelson,24 Hour,955,477,3866,3837,7,8,0,0
12/31/2018 18:00,12/31/2018 18:00,36,0088 Harwood & Bute,0066 Anderson & 2nd,24 Hour,2548,927,3924,4196,5,5,0,0
12/31/2018 18:00,12/31/2018 18:00,113,0088 Harwood & Bute,0066 Anderson & 2nd,Archived Monthly Standard,2542,920,3845,4100,6,7,0,0
12/31/2018 18:00,12/31/2018 18:00,1133,0113 Arbutus & 16th,0076 Cypress & 4th,Archived Monthly Standard,1700,460,3681,3855,5,7,0,0
12/31/2018 18:00,12/31/2018 18:00,892,0137 Beach & Seymour,0087 Broughton & Burnaby,365 Day Founding Standard,1592,598,3835,3961,6,8,0,0
12/31/2018 18:00,12/31/2018 18:00,657,0005 Dunsmuir & Beatty,0079 Nelson & Richards,365 Day Pass Plus SALE,1127,573,3919,3982,7,6,0,0
12/31/2018 18:00,12/31/2018 18:00,1280,0258 13th & St George,0012 Dunsmuir & Richards,365 Plus,4745,1363,3703,3943,4,4,0,0
12/31/2018 18:00,12/31/2018 18:00,1549,0015 Granville & Georgia,0036 Bute & Robson,365 Day Pass Standard SALE,937,294,3795,3813,7,7,0,0
12/31/2018 18:00,12/31/2018 19:00,1287,0002 Burrard Station,0002 Burrard Station,365 Day Pass Standard SALE,3087,2159,3656,3816,6,7,0,0
12/31/2018 18:00,12/31/2018 19:00,291,0102 Stanley Park - Second Beach North,0112 10th & Oak,VIP,77,4754,3842,3881,4,5,0,0
12/31/2018 18:00,12/31/2018 18:00,1368,0036 Bute & Robson,0041 Cardero & Robson,365 Day Pass Plus SALE,761,256,3942,4024,6,7,0,0
12/31/2018 18:00,12/31/2018 18:00,116,0143 South False Creek Seawall,0193 Science World,24 Hour,2532,734,3776,4071,4,6,0,0
12/31/2018 18:00,12/31/2018 18:00,1512,0048 Comox & Broughton,0207 Alberni & Jervis,Archived Monthly Standard,749,264,3916,4005,7,7,0,0
12/31/2018 18:00,12/31/2018 18:00,758,0102 Stanley Park - Second Beach North,0102 Stanley Park - Second Beach North,VIP,0,18,3839,3890,4,3,0,0
12/31/2018 18:00,12/31/2018 18:00,437,0143 South False Creek Seawall,0193 Science World,24 Hour,2532,815,3655,3790,4,7,0,0
12/31/2018 18:00,12/31/2018 18:00,758,0102 Stanley Park - Second Beach North,0102 Stanley Park - Second Beach North,VIP,0,14,3876,3929,4,3,0,0
12/31/2018 18:00,12/31/2018 18:00,667,0096 Nicola & Robson,0032 Comox & Denman,90 Day,761,177,3729,3837,6,8,0,0
12/31/2018 18:00,12/31/2018 18:00,1823,0230 Alexander & Railway,0148 Creekside Park North,365 Standard,1790,566,3618,3782,5,7,0,0
12/31/2018 18:00,12/31/2018 18:00,614,0092 Chilco & Barclay,0092 Chilco & Barclay,365 Corporate Plus,892,912,4034,4153,6,7,641,1
12/31/2018 18:00,12/31/2018 18:00,1176,0171 5th & Yukon,0278 15th & Victoria,24 Hour,4516,1258,3787,4006,6,7,0,0
12/31/2018 18:00,12/31/2018 18:00,1916,0171 5th & Yukon,0278 15th & Victoria,24 Hour,4549,1280,3592,3777,6,8,0,0
12/31/2018 18:00,12/31/2018 19:00,941,0102 Stanley Park - Second Beach North,0112 10th & Oak,VIP,81,5070,3621,3726,4,5,0,0
12/31/2018 18:00,12/31/2018 18:00,126,0218 Carrall & Seawall,0119 3rd & Quebec,365 Standard,1217,332,3868,4032,5,5,0,0
12/31/2018 18:00,12/31/2018 18:00,878,0036 Bute & Robson,0092 Chilco & Barclay,365 Day Pass Plus SALE,1378,297,3597,3824,7,9,0,0
12/31/2018 18:00,12/31/2018 19:00,42,0098 Carrall & Hastings,0218 Carrall & Seawall,Vancity Community Pass,5274,3380,3969,4137,8,8,0,0
12/31/2018 18:00,12/31/2018 18:00,577,0035 Coal Harbour Community Centre,0034 Cordova & Bute,24 Hour,1016,753,3461,3655,6,6,0,0
12/31/2018 18:00,12/31/2018 18:00,1278,0036 Bute & Robson,0096 Nicola & Robson,365 Plus,524,202,3956,3995,6,7,0,0
12/31/2018 18:00,12/31/2018 18:00,928,0066 Anderson & 2nd,0234 Station & National,365 Corporate Standard,3830,1549,3761,3913,7,6,0,0
12/31/2018 18:00,12/31/2018 18:00,1293,0037 Hornby & Nelson,0223 Commercial & Adanac,365 Corporate Plus,4692,1411,3948,4293,7,6,0,0
12/31/2018 18:00,12/31/2018 18:00,2095,0089 Burrard & Drake,0287 Carolina & Great Northern Way,365 Plus,4347,1015,3950,4193,7,9,0,0
12/31/2018 18:00,12/31/2018 18:00,800,0138 Richards & Helmcken,0017 Marinaside & Davie,24 Hour,696,377,4037,4195,7,7,0,0
12/31/2018 18:00,12/31/2018 18:00,1309,0138 Richards & Helmcken,0017 Marinaside & Davie,24 Hour,673,377,4093,4172,8,8,0,0
12/31/2018 18:00,12/31/2018 18:00,1177,0053 Keefer & Abbott,0199 Georgia & Main,365 Day Pass Plus SALE,728,388,3930,4026,7,7,0,0
12/31/2018 18:00,12/31/2018 18:00,120,0024 Hornby & Pender,0063 Robson & Granville,24 Hour,745,664,4021,4106,7,7,0,0
12/31/2018 18:00,12/31/2018 18:00,1804,0024 Hornby & Pender,0063 Robson & Granville,24 Hour,731,697,3969,3997,7,7,0,0
12/31/2018 18:00,12/31/2018 18:00,1730,0082 Richards & Davie,0019 Robson & Hornby,365 Plus,1082,414,3843,3971,6,7,0,0
12/31/2018 18:00,12/31/2018 18:00,1629,0057 Marinaside & Cooperage,0167 Cordova & Columbia,365 Day Founding Plus,2272,725,3787,3919,7,8,0,0
12/31/2018 18:00,12/31/2018 18:00,714,0039 Helmcken & Burrard,0027 Beatty & Nelson,365 Corporate Plus,1102,292,3782,3961,7,7,0,0
12/31/2018 18:00,12/31/2018 18:00,714,0039 Helmcken & Burrard,0039 Helmcken & Burrard,365 Corporate Plus,0,16,3798,3897,7,7,0,0
12/31/2018 18:00,12/31/2018 18:00,1289,0088 Harwood & Bute,0138 Richards & Helmcken,Archived Monthly Standard,1351,492,3787,3885,6,7,0,0
12/31/2018 17:00,12/31/2018 18:00,1320,0165 Columbia & 4th,0193 Science World,365 Day Founding Standard,1214,415,3568,3673,6,10,0,0
12/31/2018 17:00,12/31/2018 18:00,189,0208 Arbutus Greenway & Broadway,0171 5th & Yukon,24 Hour,3663,1161,3682,3953,5,7,0,0
12/31/2018 17:00,12/31/2018 18:00,954,0208 Arbutus Greenway & Broadway,0171 5th & Yukon,24 Hour,3622,1217,3579,3850,7,8,0,0
12/31/2018 17:00,12/31/2018 18:00,449,0025 Homer & Robson,0048 Comox & Broughton,365 Plus,2023,882,3681,3903,7,8,0,0
12/31/2018 17:00,12/31/2018 18:00,689,0096 Nicola & Robson,0019 Robson & Hornby,365 Day Founding Plus,1057,354,3906,3916,6,7,0,0
12/31/2018 17:00,12/31/2018 18:00,1512,0025 Homer & Robson,0048 Comox & Broughton,365 Corporate Plus,2121,926,3877,4008,7,8,0,0
12/31/2018 17:00,12/31/2018 18:00,587,0035 Coal Harbour Community Centre,0092 Chilco & Barclay,90 Day,1786,562,3658,3781,6,6,0,0
12/31/2018 17:00,12/31/2018 17:00,411,0113 Arbutus & 16th,0208 Arbutus Greenway & Broadway,24 Hour,804,299,3676,3793,5,7,0,0
12/31/2018 17:00,12/31/2018 17:00,1113,0113 Arbutus & 16th,0208 Arbutus Greenway & Broadway,24 Hour,796,344,3563,3698,5,7,0,0
12/31/2018 17:00,12/31/2018 17:00,1344,0113 Arbutus & 16th,0113 Arbutus & 16th,24 Hour,4,32,3590,3648,5,4,0,0
12/31/2018 17:00,12/31/2018 17:00,2124,0057 Marinaside & Cooperage,0004 Yaletown-Roundhouse Station,365 Standard,643,251,3861,4061,6,8,0,0
12/31/2018 17:00,12/31/2018 17:00,791,0048 Comox & Broughton,0078 Nelson & Mainland,365 Standard,1645,444,3677,3829,6,6,0,0
12/31/2018 17:00,12/31/2018 17:00,881,0012 Dunsmuir & Richards,0005 Dunsmuir & Beatty,365 Day Pass Plus SALE,424,187,3658,3790,5,5,0,0
12/31/2018 17:00,12/31/2018 18:00,1161,0089 Burrard & Drake,0016 Pender & Burrard,24 Hour,1649,906,4035,4224,8,7,0,0
12/31/2018 17:00,12/31/2018 18:00,1254,0089 Burrard & Drake,0016 Pender & Burrard,24 Hour,1627,926,3797,3984,9,9,0,0
12/31/2018 17:00,12/31/2018 17:00,1629,0167 Cordova & Columbia,0057 Marinaside & Cooperage,365 Day Founding Plus,1872,518,3761,3900,8,10,0,0
12/31/2018 17:00,12/31/2018 18:00,842,0222 Adanac & McLean,0265 St Catherines & 10th,VIP,4486,1628,3742,3911,5,8,385,2
12/31/2018 17:00,12/31/2018 17:00,81,0015 Granville & Georgia,0033 Robson & Denman,Archived Monthly Standard,1799,533,3755,3942,7,9,0,0
